schema_version,timestamp,cpu_temp,cpu_util[%],gpu_temp,gpu_util[%],gpu_clock[mhz],gpu_mem_used[mb],gpu_power[w],ram_used[mb],proc_rss[mb],disk_free[gb],queue_depth[n],torch_vram_alloc[mb],torch_vram_reserved[mb],cycles_total[n],dropped_logs[n]
1.0.0,2026-08-05 02:58:27.207,,18.8,55,9,2040,2369.503232,38.399,21291.99104,1580.158976,594.156736512,83,5.252096,23.068672,128,0
1.0.0,2026-08-05 02:58:28.203,,17.8,55,7,2040,2403.581952,38.185,21310.468096,1577.603072,594.155352064,83,10.247168,23.068672,129,0
1.0.0,2026-08-05 02:58:29.203,,16.6,55,11,2040,2369.503232,38.288,21285.769216,1575.190528,594.154139648,83,5.252096,23.068672,130,0
1.0.0,2026-08-05 02:58:30.196,,15.9,55,15,2040,2369.503232,38.173,21294.83776,1573.974016,594.153152512,83,5.252096,23.068672,131,0
1.0.0,2026-08-05 02:58:31.202,,20.3,55,16,2040,2403.581952,38.223,21295.26784,1580.138496,594.151571456,83,5.252096,23.068672,131,0
1.0.0,2026-08-05 02:58:32.204,,18.2,55,23,2040,2369.503232,37.962,21316.550656,1580.163072,594.149597184,83,5.252096,23.068672,132,0
1.0.0,2026-08-05 02:58:33.203,,18.4,55,16,2040,2403.581952,38.636,21309.591552,1580.163072,594.146770944,83,5.252096,23.068672,133,0
1.0.0,2026-08-05 02:58:34.189,,16.2,55,10,2040,2369.503232,38.141,21277.077504,1581.400064,594.1451776,83,5.252096,23.068672,134,0
1.0.0,2026-08-05 02:58:35.186,,17.3,55,7,2040,2403.581952,38.223,21299.777536,1581.71136,594.14147072,83,5.252096,23.068672,135,0
1.0.0,2026-08-05 02:58:36.199,,24.0,55,9,2040,2369.503232,38.127,21316.231168,1574.244352,594.141294592,83,5.252096,23.068672,136,0
1.0.0,2026-08-05 02:58:37.230,,24.5,55,18,2040,2403.581952,38.251,21324.853248,1573.978112,594.141130752,83,5.252096,23.068672,137,0
1.0.0,2026-08-05 02:58:38.199,,22.1,55,17,2040,2369.503232,38.247,21289.971712,1573.978112,594.139983872,83,5.252096,23.068672,138,0
1.0.0,2026-08-05 02:58:39.214,,20.0,55,22,2040,2369.503232,38.238,21306.212352,1580.142592,594.138730496,83,5.252096,23.068672,138,0
1.0.0,2026-08-05 02:58:40.199,,19.7,55,18,2040,2403.581952,38.443,21311.668224,1580.142592,594.135433216,83,5.252096,23.068672,139,0
1.0.0,2026-08-05 02:58:41.200,,20.2,55,8,2040,2369.503232,37.957,21303.435264,1580.167168,594.13528576,83,5.252096,23.068672,140,0
1.0.0,2026-08-05 02:58:42.201,,20.3,55,10,2040,2369.503232,38.383,21298.540544,1581.314048,594.133897216,83,5.252096,23.068672,141,0
1.0.0,2026-08-05 02:58:43.198,,18.2,55,8,2040,2369.503232,38.016,21298.83136,1575.374848,594.132414464,83,5.252096,23.068672,142,0
