schema_version,timestamp,cpu_temp,cpu_util[%],gpu_temp,gpu_util[%],gpu_clock[mhz],gpu_mem_used[mb],gpu_power[w],ram_used[mb],proc_rss[mb],disk_free[gb],queue_depth[n],torch_vram_alloc[mb],torch_vram_reserved[mb],cycles_total[n],dropped_logs[n]
1.0.0,2026-08-05 02:58:44.202,,17.2,55,15,2040,2403.581952,38.122,21307.891712,1575.866368,594.13039104,83,5.252096,23.068672,143,0
1.0.0,2026-08-05 02:58:45.185,,19.4,55,17,2040,2403.581952,38.187,21314.076672,1582.084096,594.12893696,83,5.252096,23.068672,143,0
1.0.0,2026-08-05 02:58:46.198,,19.7,55,15,2040,2369.503232,38.367,21299.154944,1582.063616,594.127941632,83,5.252096,23.068672,144,0
1.0.0,2026-08-05 02:58:47.194,,19.1,55,25,2040,2369.503232,38.021,21324.664832,1582.092288,594.125119488,83,5.252096,23.068672,145,0
1.0.0,2026-08-05 02:58:48.206,,18.5,55,15,2040,2403.581952,38.623,21295.55456,1583.53408,594.12344832,83,5.252096,23.068672,146,0
1.0.0,2026-08-05 02:58:49.238,,14.9,55,9,2040,2403.581952,38.144,21292.78976,1583.300608,594.122326016,83,5.252096,23.068672,147,0
1.0.0,2026-08-05 02:58:50.195,,17.4,55,9,2040,2369.503232,38.408,21275.705344,1577.160704,594.121015296,83,5.252096,23.068672,148,0
1.0.0,2026-08-05 02:58:51.208,,19.0,55,17,2040,2369.503232,38.32,21302.616064,1575.903232,594.119360512,83,5.252096,23.068672,149,0
1.0.0,2026-08-05 02:58:52.208,,17.6,55,16,2040,2369.503232,38.212,21301.702656,1580.838912,594.117640192,83,5.252096,23.068672,149,0
1.0.0,2026-08-05 02:58:53.191,,18.3,55,16,2040,2369.503232,38.222,21287.981056,1581.559808,594.116788224,83,5.252096,23.068672,150,0
1.0.0,2026-08-05 02:58:54.191,,17.9,55,25,2040,2403.581952,38.228,21322.051584,1581.3632,594.115272704,83,5.252096,23.068672,151,0
1.0.0,2026-08-05 02:58:55.201,,18.2,55,8,2040,2369.503232,38.118,21312.925696,1581.953024,594.113912832,83,5.252096,23.068672,152,0
1.0.0,2026-08-05 02:58:56.198,,18.9,55,8,2040,2369.503232,38.294,21301.59616,1577.1648,594.112720896,83,5.252096,23.068672,153,0
1.0.0,2026-08-05 02:58:57.202,,20.3,55,18,2040,2369.503232,38.422,21277.94176,1575.907328,594.111135744,83,5.252096,23.068672,154,0
1.0.0,2026-08-05 02:58:58.199,,18.4,55,16,2040,2369.503232,38.322,21293.637632,1580.838912,594.109857792,83,5.252096,23.068672,154,0
1.0.0,2026-08-05 02:58:59.214,,18.8,55,16,2040,2369.503232,38.218,21309.2352,1578.37312,594.105843712,83,5.252096,23.068672,156,0
1.0.0,2026-08-05 02:59:00.197,,20.4,55,16,2040,2403.581952,38.243,21324.20608,1582.096384,594.105708544,83,5.252096,23.068672,156,0
1.0.0,2026-08-05 02:59:01.246,,19.8,55,16,2040,2369.503232,38.291,21304.172544,1582.096384,594.104254464,83,5.252096,23.068672,157,0
1.0.0,2026-08-05 02:59:02.189,,18.2,55,26,2040,2403.581952,38.0,21313.929216,1582.096384,594.102730752,83,5.252096,23.068672,158,0
1.0.0,2026-08-05 02:59:03.189,,14.8,55,8,2040,2403.581952,38.335,21318.270976,1585.586176,594.101387264,83,5.252096,23.068672,159,0
1.0.0,2026-08-05 02:59:04.205,,18.5,55,12,2040,2403.581952,38.528,21305.81504,1577.1648,594.099945472,83,5.252096,23.068672,160,0
1.0.0,2026-08-05 02:59:05.204,,22.0,55,16,2040,2403.581952,38.386,21298.8928,1576.337408,594.098618368,83,5.252096,23.068672,161,0
1.0.0,2026-08-05 02:59:06.196,,19.2,55,15,2040,2403.581952,38.275,21305.888768,1575.907328,594.094276608,83,5.252096,23.068672,162,0
1.0.0,2026-08-05 02:59:07.200,,18.4,55,16,2040,2369.503232,38.31,21284.048896,1581.2608,594.09414144,83,5.252096,23.068672,162,0
1.0.0,2026-08-05 02:59:08.199,,18.3,55,22,2040,2369.503232,38.234,21281.411072,1582.096384,594.094108672,83,5.252096,23.068672,163,0
1.0.0,2026-08-05 02:59:09.198,,18.7,55,9,2040,2369.503232,38.011,21295.816704,1583.32928,594.092724224,83,5.252096,23.068672,164,0
1.0.0,2026-08-05 02:59:10.202,,21.4,55,9,2040,2403.581952,38.489,21293.625344,1577.140224,594.090487808,83,5.252096,23.068672,165,0
1.0.0,2026-08-05 02:59:11.190,,18.8,55,16,2040,2369.503232,38.362,21280.104448,1577.140224,594.088701952,83,5.252096,23.068672,166,0
1.0.0,2026-08-05 02:59:12.193,,17.5,55,16,2040,2403.581952,38.336,21259.0592,1575.69024,594.08764928,83,5.252096,23.068672,167,0
1.0.0,2026-08-05 02:59:13.231,,18.7,55,16,2040,2369.503232,38.322,21311.213568,1579.606016,594.085535744,83,5.252096,23.068672,168,0
1.0.0,2026-08-05 02:59:14.268,,20.1,55,16,2040,2403.581952,38.282,21291.696128,1578.119168,594.083528704,83,5.252096,23.068672,169,0
1.0.0,2026-08-05 02:59:15.199,,19.9,55,16,2040,2369.503232,38.303,21291.978752,1580.838912,594.079055872,83,5.252096,23.068672,169,0
1.0.0,2026-08-05 02:59:16.201,,19.1,55,19,2040,2369.503232,37.859,21288.685568,1582.096384,594.078912512,83,5.252096,23.068672,170,0
1.0.0,2026-08-05 02:59:17.200,,16.1,55,7,2040,2369.503232,38.475,21267.898368,1578.04544,594.078818304,83,10.244096,23.068672,171,0
1.0.0,2026-08-05 02:59:18.212,,16.1,55,17,2040,2403.581952,38.564,21303.443456,1577.1648,594.078285824,83,5.252096,23.068672,172,0
1.0.0,2026-08-05 02:59:19.214,,19.3,55,18,2040,2369.503232,38.256,21300.40832,1577.140224,594.074546176,83,5.252096,23.068672,173,0
1.0.0,2026-08-05 02:59:20.213,,20.0,55,16,2040,2386.542592,38.23,21285.404672,1575.907328,594.074406912,83,5.252096,23.068672,174,0
1.0.0,2026-08-05 02:59:21.200,,21.5,55,16,2040,2369.503232,38.265,21302.304768,1580.785664,594.074267648,83,5.252096,23.068672,174,0
1.0.0,2026-08-05 02:59:22.200,,16.6,55,23,2040,2403.581952,38.125,21267.12832,1581.334528,594.06972928,83,5.252096,23.068672,175,0
1.0.0,2026-08-05 02:59:23.202,,19.0,55,8,2040,2369.503232,38.387,21293.719552,1582.65344,594.069643264,83,10.246656,23.068672,176,0
1.0.0,2026-08-05 02:59:24.205,,20.2,55,12,2040,2403.581952,38.488,21302.86592,1582.850048,594.068975616,83,10.201088,23.068672,177,0
1.0.0,2026-08-05 02:59:25.203,,20.9,55,9,2040,2369.503232,38.28,21298.368512,1577.1648,594.067329024,83,5.252096,23.068672,178,0
1.0.0,2026-08-05 02:59:26.203,,19.1,55,17,2040,2369.503232,38.391,21285.408768,1576.1408,594.063650816,83,5.252096,23.068672,179,0
1.0.0,2026-08-05 02:59:27.192,,16.5,55,16,2040,2403.581952,38.324,21283.45088,1575.907328,594.06358528,83,5.252096,23.068672,180,0
1.0.0,2026-08-05 02:59:28.201,,18.7,55,16,2040,2403.581952,38.307,21315.346432,1575.907328,594.062364672,83,5.252096,23.068672,181,0
1.0.0,2026-08-05 02:59:29.199,,18.1,55,20,2040,2369.503232,38.315,21309.059072,1582.096384,594.061570048,83,5.252096,23.068672,181,0
1.0.0,2026-08-05 02:59:30.213,,19.6,55,13,2040,2369.503232,37.905,21306.380288,1584.500736,594.058022912,83,5.252096,23.068672,182,0
1.0.0,2026-08-05 02:59:31.197,,18.9,55,9,2040,2369.503232,38.48,21292.433408,1587.03616,594.057818112,83,5.252096,23.068672,183,0
1.0.0,2026-08-05 02:59:32.211,,19.1,55,9,2040,2400.239616,38.913,21377.16736,1577.148416,594.054201344,83,5.252096,23.068672,184,0
1.0.0,2026-08-05 02:59:33.196,,20.5,55,17,2040,2434.318336,39.353,21353.795584,1577.148416,594.053894144,83,5.252096,23.068672,185,0
1.0.0,2026-08-05 02:59:34.186,,22.3,56,18,2040,2400.239616,39.342,21343.555584,1576.2432,594.064334848,83,5.252096,23.068672,186,0
1.0.0,2026-08-05 02:59:35.194,,19.9,56,18,2040,2400.239616,39.294,21331.47648,1582.088192,594.063314944,83,5.252096,23.068672,186,0
1.0.0,2026-08-05 02:59:36.219,,19.7,56,19,2040,2434.318336,38.67,21346.607104,1589.030912,594.061664256,83,10.167296,23.068672,187,0
1.0.0,2026-08-05 02:59:37.260,,21.5,56,11,2040,2434.318336,39.843,21336.629248,1584.992256,594.060877824,83,5.252096,23.068672,188,0
1.0.0,2026-08-05 02:59:38.200,,23.3,56,11,2040,2434.318336,39.137,21332.660224,1585.934336,594.057166848,83,5.252096,23.068672,189,0
1.0.0,2026-08-05 02:59:39.215,,22.0,56,13,2040,2400.239616,39.522,21335.486464,1586.85184,594.05709312,83,5.252096,23.068672,190,0
1.0.0,2026-08-05 02:59:40.204,,20.7,56,10,2040,2434.318336,38.944,21322.821632,1577.877504,594.054115328,83,5.252096,23.068672,191,0
1.0.0,2026-08-05 02:59:41.195,,22.8,56,12,2040,2391.887872,37.933,20794.683392,1581.293568,593.783709696,83,5.252096,23.068672,192,0
1.0.0,2026-08-05 02:59:42.209,,21.4,56,11,2040,2471.264256,38.149,20845.830144,1582.526464,593.78352128,83,5.252096,23.068672,192,0
1.0.0,2026-08-05 02:59:43.205,,16.6,56,19,2040,2471.329792,37.473,20865.163264,1583.788032,593.783390208,83,5.252096,23.068672,193,0
1.0.0,2026-08-05 02:59:44.188,,20.3,56,10,2040,2471.329792,37.531,20853.456896,1590.038528,593.783246848,83,5.252096,23.068672,194,0
1.0.0,2026-08-05 02:59:45.190,,19.1,55,4,2040,2471.329792,37.528,20878.52032,1588.006912,593.78315264,83,6.480896,23.068672,195,0
1.0.0,2026-08-05 02:59:46.195,,16.2,55,9,2040,2471.329792,37.771,20828.30336,1578.442752,593.78286592,83,5.252096,23.068672,196,0
1.0.0,2026-08-05 02:59:47.180,,16.0,55,12,2040,2482.536448,38.873,20839.006208,1579.7248,593.782714368,83,5.252096,23.068672,197,0
1.0.0,2026-08-05 02:59:48.184,,13.8,55,11,2040,2482.536448,37.231,20770.865152,1578.307584,593.782595584,83,5.252096,23.068672,198,0
1.0.0,2026-08-05 02:59:49.196,,18.5,55,18,2040,2482.536448,37.734,20769.148928,1584.656384,593.782513664,83,5.252096,23.068672,198,0
1.0.0,2026-08-05 02:59:50.230,,13.6,55,11,2040,2482.536448,37.423,20751.5648,1584.656384,593.782423552,83,5.252096,23.068672,199,0
1.0.0,2026-08-05 02:59:51.196,,16.5,55,11,2040,2489.417728,36.86,20793.020416,1587.531776,593.782308864,83,5.252096,23.068672,200,0
1.0.0,2026-08-05 02:59:52.192,,14.7,55,13,2040,2487.975936,37.527,20773.851136,1585.065984,593.782181888,83,5.252096,23.068672,201,0
1.0.0,2026-08-05 02:59:53.202,,16.1,55,2,2040,2488.631296,37.461,20750.237696,1587.515392,593.782063104,83,5.252096,23.068672,202,0
1.0.0,2026-08-05 02:59:54.205,,11.9,55,5,2040,2488.303616,37.033,20737.327104,1578.467328,593.78198528,83,5.252096,23.068672,203,0
1.0.0,2026-08-05 02:59:55.196,,13.1,55,10,2040,2488.303616,37.403,20744.02816,1578.397696,593.788788736,83,5.252096,23.068672,204,0
1.0.0,2026-08-05 02:59:56.188,,14.9,55,10,2040,2488.434688,37.033,20731.858944,1584.979968,593.788674048,83,5.252096,23.068672,204,0
1.0.0,2026-08-05 02:59:57.196,,14.4,55,10,2040,2488.303616,37.284,20724.793344,1583.398912,593.788555264,83,5.252096,23.068672,205,0
1.0.0,2026-08-05 02:59:58.188,,14.9,55,18,2040,2488.303616,36.965,20740.100096,1584.656384,593.78823168,83,5.252096,23.068672,206,0
1.0.0,2026-08-05 02:59:59.204,,14.4,55,4,2040,2488.303616,37.279,20719.099904,1584.410624,593.7881088,83,5.252096,23.068672,207,0
1.0.0,2026-08-05 03:00:00.214,,10.3,55,3,2040,2488.56576,37.23,20705.23904,1579.47904,593.788051456,83,5.252096,23.068672,208,0
1.0.0,2026-08-05 03:00:01.201,,12.5,55,11,2040,2525.92128,37.242,20711.34208,1579.487232,593.7875968,83,5.252096,23.068672,209,0
1.0.0,2026-08-05 03:00:02.225,,14.6,55,15,2040,2545.385472,38.316,20748.464128,1584.59904,593.787531264,83,5.252096,23.068672,209,0
1.0.0,2026-08-05 03:00:03.246,,16.3,55,12,2040,2545.385472,37.682,20736.503808,1585.152,593.787408384,83,5.252096,23.068672,210,0
1.0.0,2026-08-05 03:00:04.217,,15.4,55,13,2040,2545.385472,36.638,20711.510016,1584.603136,593.787277312,83,5.252096,23.068672,211,0
1.0.0,2026-08-05 03:00:05.225,,13.3,55,13,2040,2545.385472,37.496,20674.06848,1584.562176,593.787150336,83,5.252096,23.068672,212,0
1.0.0,2026-08-05 03:00:06.212,,11.3,55,6,2040,2545.385472,36.843,20712.636416,1584.607232,593.7869824,83,5.252096,23.068672,213,0
1.0.0,2026-08-05 03:00:07.209,,14.9,55,4,2040,2545.385472,37.225,20697.284608,1582.14144,593.786863616,83,10.167296,23.068672,214,0
1.0.0,2026-08-05 03:00:08.217,,14.1,55,12,2040,2545.385472,37.335,20686.979072,1579.675648,593.786744832,83,5.252096,23.068672,215,0
1.0.0,2026-08-05 03:00:09.204,,15.0,55,10,2040,2545.385472,37.149,20668.08832,1579.675648,593.786630144,83,5.252096,23.068672,216,0
1.0.0,2026-08-05 03:00:10.204,,14.7,55,13,2040,2545.385472,37.106,20691.095552,1579.675648,593.785344,83,5.252096,23.068672,217,0
1.0.0,2026-08-05 03:00:11.210,,15.3,55,11,2040,2545.385472,37.007,20680.962048,1584.607232,593.785270272,83,5.252096,23.068672,217,0
1.0.0,2026-08-05 03:00:12.233,,14.2,55,16,2040,2545.385472,36.847,20673.396736,1585.13152,593.784983552,83,5.252096,23.068672,218,0
1.0.0,2026-08-05 03:00:13.214,,14.2,54,3,2040,2545.385472,36.47,20687.376384,1585.840128,593.784864768,83,5.252096,23.068672,219,0
1.0.0,2026-08-05 03:00:14.222,,15.2,54,6,2040,2545.385472,37.093,20683.669504,1582.55104,593.78475008,83,5.252096,23.068672,220,0
1.0.0,2026-08-05 03:00:15.238,,16.0,55,10,2040,2545.385472,36.697,20681.261056,1580.965888,593.783001088,83,5.252096,23.068672,221,0
1.0.0,2026-08-05 03:00:16.258,,19.1,55,11,2040,2545.385472,36.862,20663.76704,1580.60544,593.782915072,83,5.252096,23.068672,222,0
1.0.0,2026-08-05 03:00:17.221,,14.8,55,11,2040,2545.385472,36.904,20703.608832,1583.480832,593.782226944,83,5.252096,23.068672,223,0
1.0.0,2026-08-05 03:00:18.225,,15.6,55,13,2040,2545.385472,37.294,20686.737408,1585.537024,593.782112256,83,5.252096,23.068672,223,0
1.0.0,2026-08-05 03:00:19.229,,15.3,55,17,2040,2545.385472,37.188,20669.669376,1586.76992,593.781989376,83,5.252096,23.068672,224,0
1.0.0,2026-08-05 03:00:20.225,,14.6,54,7,2040,2545.385472,36.818,20648.402944,1590.677504,593.781874688,83,5.252096,23.068672,225,0
1.0.0,2026-08-05 03:00:21.230,,10.8,54,3,2040,2545.385472,37.205,20646.260736,1581.355008,593.78178048,83,5.252096,23.068672,226,0
1.0.0,2026-08-05 03:00:22.222,,10.4,54,10,2040,2545.385472,36.984,20655.7184,1581.838336,593.781727232,83,5.252096,23.068672,227,0
1.0.0,2026-08-05 03:00:23.229,,14.9,54,11,2040,2545.385472,37.025,20633.51808,1581.694976,593.781592064,83,5.252096,23.068672,228,0
1.0.0,2026-08-05 03:00:24.220,,13.4,54,11,2040,2545.385472,36.995,20616.589312,1581.838336,593.78147328,83,5.252096,23.068672,229,0
1.0.0,2026-08-05 03:00:25.216,,14.4,54,10,2040,2545.385472,36.974,20644.724736,1586.76992,593.781354496,83,5.252096,23.068672,229,0
1.0.0,2026-08-05 03:00:26.224,,13.6,54,12,2040,2545.385472,36.51,20630.77376,1586.76992,593.781239808,83,5.252096,23.068672,230,0
1.0.0,2026-08-05 03:00:27.225,,12.8,54,3,2040,2545.385472,37.245,20591.80032,1581.838336,593.781202944,83,5.252096,23.068672,231,0
1.0.0,2026-08-05 03:00:28.233,,12.9,54,12,2040,2545.385472,37.17,20647.112704,1584.648192,593.781088256,83,5.252096,23.068672,232,0
1.0.0,2026-08-05 03:00:29.256,,15.8,54,12,2040,2545.385472,36.764,20637.085696,1586.356224,593.780969472,83,5.252096,23.068672,233,0
1.0.0,2026-08-05 03:00:30.260,,15.3,54,10,2040,2545.385472,36.795,20632.076288,1583.480832,593.780854784,83,5.252096,23.068672,234,0
1.0.0,2026-08-05 03:00:31.216,,15.3,54,10,2040,2545.385472,36.749,20620.263424,1580.531712,593.780736,83,5.252096,23.068672,235,0
1.0.0,2026-08-05 03:00:32.220,,11.8,54,10,2040,2545.385472,36.743,20629.958656,1580.60544,593.780580352,83,5.252096,23.068672,236,0
1.0.0,2026-08-05 03:00:33.228,,13.3,54,20,2040,2545.385472,36.845,20627.206144,1586.76992,593.764675584,83,5.252096,23.068672,236,0
1.0.0,2026-08-05 03:00:34.243,,15.6,54,3,2040,2545.385472,36.927,20627.398656,1590.669312,593.76447488,83,10.201088,23.068672,237,0
1.0.0,2026-08-05 03:00:35.223,,19.0,54,8,2040,2545.385472,37.068,20618.141696,1586.76992,593.763893248,83,5.252096,23.068672,238,0
1.0.0,2026-08-05 03:00:36.238,,14.7,54,4,2040,2545.385472,36.324,20615.835648,1581.838336,593.763729408,83,5.252096,23.068672,239,0
1.0.0,2026-08-05 03:00:37.220,,15.2,54,10,2040,2545.385472,37.045,20606.44352,1580.25728,593.766203392,83,5.252096,23.068672,240,0
1.0.0,2026-08-05 03:00:38.220,,13.0,54,10,2040,2545.385472,37.185,20601.655296,1580.60544,593.766191104,83,5.252096,23.068672,241,0
1.0.0,2026-08-05 03:00:39.216,,13.6,54,15,2040,2545.385472,37.055,20591.80032,1586.76992,593.766027264,83,5.252096,23.068672,241,0
1.0.0,2026-08-05 03:00:40.230,,14.2,54,7,2040,2545.385472,36.675,20619.952128,1590.665216,593.76590848,83,10.167296,23.068672,242,0
1.0.0,2026-08-05 03:00:41.220,,15.2,54,4,2040,2545.385472,37.267,20609.183744,1588.85888,593.765793792,83,5.252096,23.068672,243,0
1.0.0,2026-08-05 03:00:42.238,,14.9,54,3,2040,2545.385472,36.529,20592.504832,1588.20352,593.765675008,83,11.396096,23.068672,244,0
1.0.0,2026-08-05 03:00:43.274,,11.3,54,8,2040,2545.385472,36.559,20594.294784,1586.741248,593.764524032,83,5.252096,23.068672,245,0
1.0.0,2026-08-05 03:00:44.233,,11.5,54,12,2040,2545.385472,36.835,20606.984192,1585.160192,593.764421632,83,5.252096,23.068672,246,0
1.0.0,2026-08-05 03:00:45.225,,14.6,54,11,2040,2545.385472,36.678,20600.66816,1581.785088,593.764339712,83,5.252096,23.068672,247,0
1.0.0,2026-08-05 03:00:46.231,,13.7,54,11,2040,2545.385472,36.692,20594.020352,1587.490816,593.76422912,83,5.252096,23.068672,247,0
1.0.0,2026-08-05 03:00:47.224,,14.9,54,13,2040,2545.385472,36.541,20605.677568,1587.236864,593.764098048,83,5.252096,23.068672,248,0
1.0.0,2026-08-05 03:00:48.240,,13.9,54,3,2040,2545.385472,37.052,20574.732288,1587.396608,593.763995648,83,5.252096,23.068672,249,0
1.0.0,2026-08-05 03:00:49.232,,13.2,54,3,2040,2545.385472,36.868,20564.901888,1586.106368,593.763917824,83,5.252096,23.068672,250,0
1.0.0,2026-08-05 03:00:50.230,,13.2,54,13,2040,2545.385472,36.726,20553.920512,1584.66048,593.763762176,83,5.252096,23.068672,251,0
1.0.0,2026-08-05 03:00:51.215,,14.5,54,10,2040,2545.385472,36.892,20579.04128,1584.66048,593.763647488,83,5.252096,23.068672,252,0
1.0.0,2026-08-05 03:00:52.236,,13.4,54,11,2040,2545.385472,36.943,20576.641024,1581.785088,593.763536896,83,5.252096,23.068672,253,0
1.0.0,2026-08-05 03:00:53.232,,13.6,54,17,2040,2545.385472,36.656,20563.423232,1587.515392,593.763418112,83,5.252096,23.068672,253,0
1.0.0,2026-08-05 03:00:54.236,,12.4,54,11,2040,2545.385472,37.406,20559.437824,1587.6096,593.763356672,83,5.252096,23.068672,254,0
1.0.0,2026-08-05 03:00:55.236,,10.8,54,4,2040,2545.385472,36.495,20582.981632,1589.39136,593.763254272,83,5.252096,23.068672,255,0
1.0.0,2026-08-05 03:00:56.244,,13.0,54,3,2040,2545.385472,37.054,20569.632768,1590.841344,593.763135488,83,5.252096,23.068672,256,0
1.0.0,2026-08-05 03:00:57.282,,13.6,54,3,2040,2545.385472,36.96,20556.500992,1584.66048,593.763012608,83,5.252096,23.068672,257,0
1.0.0,2026-08-05 03:00:58.224,,13.8,54,12,2040,2545.385472,36.963,20569.931776,1582.542848,593.762893824,83,5.252096,23.068672,258,0
1.0.0,2026-08-05 03:00:59.215,,13.0,54,11,2040,2545.385472,36.627,20553.945088,1581.785088,593.762783232,83,5.252096,23.068672,259,0
1.0.0,2026-08-05 03:01:00.239,,11.3,54,15,2040,2545.385472,36.827,20572.61056,1589.592064,593.76277504,83,5.252096,23.068672,259,0
1.0.0,2026-08-05 03:01:01.236,,13.1,54,14,2040,2545.385472,37.15,20566.654976,1587.658752,593.762615296,83,5.252096,23.068672,260,0
1.0.0,2026-08-05 03:01:02.236,,13.0,54,4,2040,2545.385472,36.388,20571.992064,1589.59616,593.762553856,83,5.252096,23.068672,261,0
1.0.0,2026-08-05 03:01:03.225,,13.2,54,3,2040,2545.385472,37.007,20575.90784,1587.535872,593.762430976,83,5.252096,23.068672,262,0
1.0.0,2026-08-05 03:01:04.232,,13.9,54,6,2040,2545.385472,36.864,20557.602816,1584.668672,593.762316288,83,5.252096,23.068672,263,0
1.0.0,2026-08-05 03:01:05.220,,10.7,54,11,2040,2545.385472,36.86,20533.854208,1581.613056,593.762275328,83,5.252096,23.068672,264,0
1.0.0,2026-08-05 03:01:06.219,,13.3,54,11,2040,2545.385472,36.605,20569.260032,1589.71904,593.762156544,83,5.252096,23.068672,264,0
1.0.0,2026-08-05 03:01:07.224,,13.2,54,5,2040,2545.385472,36.935,20557.594624,1586.843648,593.761910784,83,5.252096,23.068672,265,0
1.0.0,2026-08-05 03:01:08.227,,15.0,54,19,2040,2545.385472,36.37,20553.977856,1587.634176,593.761792,83,5.252096,23.068672,266,0
1.0.0,2026-08-05 03:01:09.232,,14.0,54,11,2040,2545.385472,36.955,20542.81216,1587.826688,593.761673216,83,5.252096,23.068672,267,0
1.0.0,2026-08-05 03:01:10.240,,12.8,54,3,2040,2545.385472,36.48,20555.12064,1589.71904,593.761579008,83,5.252096,23.068672,268,0
1.0.0,2026-08-05 03:01:11.234,,10.4,54,3,2040,2545.385472,37.043,20542.27968,1584.787456,593.761017856,83,5.252096,23.068672,269,0
1.0.0,2026-08-05 03:01:12.232,,12.9,54,10,2040,2545.385472,36.965,20544.262144,1581.912064,593.760878592,83,5.252096,23.068672,270,0
1.0.0,2026-08-05 03:01:13.232,,14.9,54,10,2040,2545.385472,36.43,20556.73856,1582.260224,593.760763904,83,5.252096,23.068672,271,0
1.0.0,2026-08-05 03:01:14.240,,17.3,54,10,2040,2545.385472,36.293,20599.799808,1581.2608,593.765715968,83,5.252096,23.068672,272,0
1.0.0,2026-08-05 03:01:15.227,,15.0,54,20,2040,2545.385472,36.637,20579.401728,1586.843648,593.775173632,83,5.252096,23.068672,272,0
1.0.0,2026-08-05 03:01:16.219,,14.0,54,3,2040,2545.385472,36.751,20556.705792,1589.71904,593.77512448,83,5.252096,23.068672,273,0
1.0.0,2026-08-05 03:01:17.235,,11.5,54,3,2040,2545.385472,36.956,20581.634048,1587.298304,593.774481408,83,5.252096,23.068672,274,0
1.0.0,2026-08-05 03:01:18.223,,14.4,54,12,2040,2545.385472,36.932,20558.721024,1583.14496,593.77436672,83,5.252096,23.068672,275,0
1.0.0,2026-08-05 03:01:19.228,,15.3,54,11,2040,2545.385472,36.625,20557.991936,1582.854144,593.774252032,83,5.252096,23.068672,276,0
1.0.0,2026-08-05 03:01:20.219,,17.1,54,11,2040,2545.385472,36.736,20542.246912,1581.91616,593.774125056,83,5.252096,23.068672,277,0
1.0.0,2026-08-05 03:01:21.231,,17.4,54,11,2040,2622.332928,36.724,20629.635072,1588.08064,593.773453312,83,5.252096,23.068672,277,0
1.0.0,2026-08-05 03:01:22.227,,14.8,54,11,2040,2622.332928,36.999,20603.47392,1588.035584,593.773395968,83,5.252096,23.068672,278,0
1.0.0,2026-08-05 03:01:23.252,,13.8,54,19,2040,2624.954368,36.659,20610.985984,1588.08064,593.77324032,83,5.252096,23.068672,279,0
1.0.0,2026-08-05 03:01:24.220,,14.6,54,3,2040,2624.954368,36.311,20598.603776,1589.723136,593.773121536,83,5.252096,23.068672,280,0
1.0.0,2026-08-05 03:01:25.227,,14.3,54,6,2040,2624.954368,36.933,20610.727936,1583.149056,593.772998656,83,5.252096,23.068672,281,0
1.0.0,2026-08-05 03:01:26.226,,15.4,54,21,2040,2621.325312,37.152,20616.503296,1582.739456,593.772761088,83,5.252096,23.068672,282,0
1.0.0,2026-08-05 03:01:27.218,,15.0,54,21,2040,2545.17248,38.986,20599.9104,1581.91616,593.772711936,83,5.252096,23.068672,283,0
1.0.0,2026-08-05 03:01:28.231,,15.6,54,21,2040,2540.25728,39.055,20634.97216,1586.847744,593.772392448,83,5.252096,23.068672,283,0
1.0.0,2026-08-05 03:01:29.235,,15.0,54,21,2040,2537.111552,39.102,20634.775552,1587.85536,593.772253184,83,5.252096,23.068672,284,0
1.0.0,2026-08-05 03:01:30.215,,19.2,54,23,2040,2537.111552,38.707,20632.154112,1589.51424,593.772122112,83,5.252096,23.068672,285,0
1.0.0,2026-08-05 03:01:31.229,,19.0,54,13,2040,2550.284288,39.402,20621.533184,1584.463872,593.771900928,83,5.252096,23.068672,286,0
1.0.0,2026-08-05 03:01:32.225,,16.2,54,14,2040,2550.284288,39.106,20619.112448,1584.787456,593.776705536,83,5.252096,23.068672,287,0
1.0.0,2026-08-05 03:01:33.228,,12.0,54,12,2040,2550.284288,36.558,20632.82176,1584.795648,593.776570368,83,5.252096,23.068672,288,0
1.0.0,2026-08-05 03:01:34.215,,14.7,54,10,2040,2550.284288,36.932,20633.001984,1581.920256,593.776451584,83,5.252096,23.068672,289,0
1.0.0,2026-08-05 03:01:35.222,,14.9,54,11,2040,2550.284288,36.962,20595.912704,1583.079424,593.7763328,83,5.252096,23.068672,290,0
1.0.0,2026-08-05 03:01:36.247,,14.2,54,11,2040,2550.284288,36.954,20616.21248,1586.85184,593.776201728,83,5.252096,23.068672,290,0
1.0.0,2026-08-05 03:01:37.227,,14.9,54,20,2040,2550.284288,36.581,20594.429952,1589.727232,593.776140288,83,5.252096,23.068672,291,0
1.0.0,2026-08-05 03:01:38.222,,10.1,54,3,2040,2550.284288,36.817,20598.173696,1587.26144,593.77604608,83,5.252096,23.068672,292,0
1.0.0,2026-08-05 03:01:39.223,,12.5,54,5,2040,2550.284288,37.088,20581.588992,1587.286016,593.775972352,83,5.252096,23.068672,293,0
1.0.0,2026-08-05 03:01:40.229,,13.5,54,6,2040,2550.284288,36.902,20606.496768,1583.153152,593.775853568,83,5.252096,23.068672,294,0
1.0.0,2026-08-05 03:01:41.218,,12.9,54,3,2040,2550.284288,36.901,20598.96832,1583.161344,593.775742976,83,5.252096,23.068672,295,0
1.0.0,2026-08-05 03:01:42.222,,16.8,54,10,2040,2550.284288,36.51,20596.396032,1587.429376,593.77403904,83,5.252096,23.068672,295,0
