schema_version,timestamp,cpu_temp,cpu_util[%],gpu_temp,gpu_util[%],gpu_clock[mhz],gpu_mem_used[mb],gpu_power[w],ram_used[mb],proc_rss[mb],disk_free[gb],queue_depth[n],torch_vram_alloc[mb],torch_vram_reserved[mb],cycles_total[n],dropped_logs[n]
1.0.0,2026-06-23 19:50:38.046,24.0,3.5,57,0,2040,2317.971456,36.154,19727.937536,1791.475712,586.664640512,80,71.338496,138.412032,188,0
1.0.0,2026-06-23 19:50:39.024,26.7,4.4,57,5,2040,2317.971456,37.106,19740.745728,1802.3424,586.66463232,80,71.339008,138.412032,188,0
1.0.0,2026-06-23 19:50:40.022,34.6,4.8,57,2,2040,2317.971456,42.698,19730.214912,1791.483904,586.6643456,80,71.338496,138.412032,189,0
1.0.0,2026-06-23 19:50:41.045,35.6,4.5,57,5,2040,2317.971456,40.779,19739.717632,1801.342976,586.664333312,80,71.338496,138.412032,189,0
1.0.0,2026-06-23 19:50:42.040,29.2,3.7,57,1,2040,2317.971456,38.946,19730.661376,1791.483904,586.664062976,80,71.338496,138.412032,190,0
1.0.0,2026-06-23 19:50:43.057,25.6,5.0,57,1,2040,2317.971456,36.139,19735.556096,1798.88128,586.664050688,80,71.339008,138.412032,190,0
1.0.0,2026-06-23 19:50:44.079,35.5,5.7,58,7,2040,2317.971456,41.432,19731.525632,1791.492096,586.663739392,80,71.338496,138.412032,191,0
1.0.0,2026-06-23 19:50:45.079,27.0,4.3,57,1,2040,2317.971456,38.458,19741.339648,1801.355264,586.663727104,80,71.339008,138.412032,191,0
1.0.0,2026-06-23 19:50:46.091,34.8,5.9,57,1,2040,2317.971456,41.048,19736.203264,1792.724992,586.663469056,80,71.338496,138.412032,192,0
1.0.0,2026-06-23 19:50:47.052,29.4,3.2,57,4,2040,2317.971456,38.3,19736.113152,1793.957888,586.663452672,80,71.338496,138.412032,192,0
1.0.0,2026-06-23 19:50:48.070,35.5,6.1,57,11,2040,2317.971456,41.689,19742.294016,1801.351168,586.663440384,80,71.338496,138.412032,192,0
1.0.0,2026-06-23 19:50:49.057,33.2,3.8,57,1,2040,2317.971456,40.971,19731.816448,1791.492096,586.663153664,80,71.338496,138.412032,193,0
1.0.0,2026-06-23 19:50:50.057,25.1,4.2,57,1,2040,2317.971456,36.502,19731.091456,1791.488,586.663153664,80,71.338496,138.412032,193,0
1.0.0,2026-06-23 19:50:51.042,24.8,4.9,57,1,2040,2317.971456,36.343,19730.65728,1791.488,586.663141376,80,71.338496,138.412032,193,0
1.0.0,2026-06-23 19:50:52.040,33.2,4.4,57,12,2040,2317.971456,39.388,19741.208576,1801.351168,586.663124992,80,71.338496,138.412032,193,0
1.0.0,2026-06-23 19:50:53.019,32.7,4.4,57,1,2040,2317.971456,41.643,19741.868032,1801.355264,586.662780928,80,71.339008,138.412032,194,0
1.0.0,2026-06-23 19:50:54.061,33.5,5.6,57,10,2040,2317.971456,42.156,19731.103744,1791.492096,586.66252288,80,71.338496,138.412032,195,0
1.0.0,2026-06-23 19:50:55.022,28.1,4.1,57,1,2040,2317.971456,37.756,19731.492864,1791.492096,586.662510592,80,71.338496,138.412032,195,0
1.0.0,2026-06-23 19:50:56.086,26.8,5.1,57,0,2040,2317.971456,36.361,19741.237248,1801.355264,586.662490112,80,71.339008,138.412032,195,0
1.0.0,2026-06-23 19:50:57.024,36.9,5.9,57,9,2040,2317.971456,43.281,19731.136512,1791.492096,586.662166528,80,71.338496,138.412032,196,0
1.0.0,2026-06-23 19:50:58.048,31.7,3.5,57,13,2040,2317.971456,39.319,19738.558464,1802.58816,586.662158336,80,71.339008,138.412032,196,0
1.0.0,2026-06-23 19:50:59.044,36.8,4.5,58,5,2040,2317.971456,43.886,19731.902464,1792.724992,586.661896192,80,71.338496,138.412032,197,0
1.0.0,2026-06-23 19:51:00.082,28.7,5.0,57,6,2040,2317.971456,38.862,19736.756224,1796.42368,586.661879808,80,71.338496,138.412032,197,0
1.0.0,2026-06-23 19:51:01.072,35.2,5.7,58,10,2040,2317.971456,41.947,19741.769728,1801.355264,586.66186752,80,71.339008,138.412032,197,0
1.0.0,2026-06-23 19:51:02.027,31.1,4.5,57,1,2040,2317.971456,40.499,19730.0224,1791.492096,586.661588992,80,71.338496,138.412032,198,0
1.0.0,2026-06-23 19:51:03.024,26.3,3.6,57,0,2040,2317.971456,36.574,19732.697088,1792.352256,586.661572608,80,71.338496,138.412032,198,0
1.0.0,2026-06-23 19:51:04.042,25.9,3.8,57,1,2040,2317.971456,36.199,19731.378176,1791.488,586.662100992,80,71.338496,138.412032,198,0
1.0.0,2026-06-23 19:51:05.036,33.0,5.1,57,8,2040,2317.971456,40.066,19741.032448,1801.351168,586.662084608,80,71.338496,138.412032,198,0
1.0.0,2026-06-23 19:51:06.113,31.1,3.3,57,1,2040,2317.971456,40.836,19742.45376,1801.355264,586.661679104,80,71.339008,138.412032,199,0
1.0.0,2026-06-23 19:51:07.024,36.0,6.4,58,13,2040,2317.971456,43.178,19734.07744,1791.492096,586.661429248,80,71.338496,138.412032,200,0
1.0.0,2026-06-23 19:51:08.055,27.3,3.8,57,0,2040,2317.971456,37.164,19734.327296,1791.492096,586.661412864,80,71.338496,138.412032,200,0
1.0.0,2026-06-23 19:51:09.049,27.0,4.5,57,11,2040,2317.971456,37.639,19742.191616,1801.801728,586.661400576,80,71.339008,138.412032,200,0
1.0.0,2026-06-23 19:51:10.061,34.1,4.4,58,4,2040,2317.971456,43.616,19730.190336,1791.492096,586.661081088,80,71.339008,138.412032,201,0
1.0.0,2026-06-23 19:51:11.074,29.7,5.1,57,10,2040,2317.971456,38.209,19740.368896,1801.351168,586.6610688,80,71.339008,138.412032,201,0
1.0.0,2026-06-23 19:51:12.075,32.4,4.3,57,5,2040,2317.971456,42.96,19732.959232,1792.704512,586.660798464,80,71.338496,138.412032,202,0
1.0.0,2026-06-23 19:51:13.123,29.7,4.5,57,1,2040,2317.971456,37.926,19740.463104,1801.334784,586.66078208,80,71.339008,138.412032,202,0
1.0.0,2026-06-23 19:51:14.075,36.2,4.0,58,13,2040,2317.971456,42.918,19731.8656,1791.492096,586.660499456,80,71.338496,138.412032,203,0
1.0.0,2026-06-23 19:51:15.101,25.5,4.0,57,0,2040,2317.971456,37.295,19731.279872,1791.492096,586.660487168,80,71.338496,138.412032,203,0
1.0.0,2026-06-23 19:51:16.079,26.4,5.6,57,0,2040,2317.971456,36.414,19737.718784,1791.492096,586.66047488,80,71.338496,138.412032,203,0
1.0.0,2026-06-23 19:51:17.057,23.0,3.8,57,1,2040,2317.971456,36.395,19739.254784,1794.945024,586.660458496,80,71.339008,138.412032,203,0
1.0.0,2026-06-23 19:51:18.109,33.3,5.0,57,12,2040,2317.971456,41.098,19745.701888,1802.3424,586.660446208,80,71.338496,138.412032,203,0
1.0.0,2026-06-23 19:51:19.096,34.2,5.0,58,12,2040,2317.971456,41.935,19745.984512,1802.346496,586.659975168,80,71.339008,138.412032,204,0
1.0.0,2026-06-23 19:51:20.050,34.6,4.5,57,3,2040,2317.971456,43.394,19736.064,1792.49152,586.659713024,80,71.338496,138.412032,205,0
1.0.0,2026-06-23 19:51:21.063,27.0,4.7,57,1,2040,2317.971456,36.494,19736.526848,1792.49152,586.65969664,80,71.338496,138.412032,205,0
1.0.0,2026-06-23 19:51:22.068,30.8,4.4,57,4,2040,2317.971456,38.462,19746.050048,1802.350592,586.659680256,80,71.339008,138.412032,205,0
1.0.0,2026-06-23 19:51:23.075,28.8,5.0,57,1,2040,2317.971456,41.841,19735.846912,1792.49152,586.659364864,80,71.338496,138.412032,206,0
1.0.0,2026-06-23 19:51:24.086,33.6,6.7,57,7,2040,2317.971456,39.716,19746.455552,1802.350592,586.659086336,80,71.338496,138.412032,206,0
1.0.0,2026-06-23 19:51:25.102,34.2,6.5,57,0,2040,2317.971456,41.994,19740.217344,1794.957312,586.65863168,80,71.338496,138.412032,207,0
1.0.0,2026-06-23 19:51:26.049,28.5,3.8,57,9,2040,2317.971456,38.598,19746.144256,1802.354688,586.658619392,80,71.339008,138.412032,207,0
1.0.0,2026-06-23 19:51:27.062,30.5,5.1,57,8,2040,2317.971456,43.697,19736.449024,1792.49152,586.658336768,80,71.338496,138.412032,208,0
1.0.0,2026-06-23 19:51:28.068,27.5,4.8,57,1,2040,2317.971456,36.702,19735.138304,1792.49152,586.65832448,80,71.338496,138.412032,208,0
1.0.0,2026-06-23 19:51:29.081,26.9,5.0,57,1,2040,2317.971456,36.164,19734.700032,1792.49152,586.658308096,80,71.338496,138.412032,208,0
1.0.0,2026-06-23 19:51:30.106,26.4,5.3,57,0,2040,2317.971456,36.46,19740.758016,1802.350592,586.6580992,80,71.339008,138.412032,208,0
1.0.0,2026-06-23 19:51:31.101,36.4,5.2,57,12,2040,2317.971456,42.657,19729.952768,1792.49152,586.657824768,80,71.338496,138.412032,209,0
1.0.0,2026-06-23 19:51:32.094,31.2,5.1,57,13,2040,2317.971456,41.939,19738.984448,1802.354688,586.65781248,80,71.338496,138.412032,209,0
1.0.0,2026-06-23 19:51:33.056,32.0,5.3,57,1,2040,2317.971456,41.586,19718.995968,1792.507904,586.657558528,80,71.338496,138.412032,210,0
1.0.0,2026-06-23 19:51:34.076,24.8,4.2,57,0,2040,2317.971456,36.017,19717.627904,1792.507904,586.657542144,80,71.338496,138.412032,210,0
1.0.0,2026-06-23 19:51:35.090,32.8,4.7,58,12,2040,2317.971456,40.153,19724.296192,1802.993664,586.657529856,80,71.338496,138.412032,210,0
1.0.0,2026-06-23 19:51:36.072,28.7,5.0,57,1,2040,2317.971456,40.14,19712.864256,1793.134592,586.657214464,80,71.338496,138.412032,211,0
1.0.0,2026-06-23 19:51:37.080,33.7,4.6,58,11,2040,2317.971456,40.553,19711.279104,1794.691072,586.656944128,80,71.339008,138.412032,212,0
1.0.0,2026-06-23 19:51:38.095,26.3,3.7,57,1,2040,2317.971456,39.847,19711.311872,1795.600384,586.65693184,80,71.338496,138.412032,212,0
1.0.0,2026-06-23 19:51:39.085,32.9,5.1,57,10,2040,2317.971456,40.191,19717.394432,1802.99776,586.656919552,80,71.339008,138.412032,212,0
1.0.0,2026-06-23 19:51:40.083,34.3,5.5,57,7,2040,2317.971456,43.875,19706.44992,1793.134592,586.656632832,80,71.338496,138.412032,213,0
1.0.0,2026-06-23 19:51:41.088,26.3,3.3,57,1,2040,2317.971456,36.812,19705.393152,1793.134592,586.656616448,80,71.338496,138.412032,213,0
1.0.0,2026-06-23 19:51:42.090,25.0,4.8,57,1,2040,2317.971456,36.256,19706.089472,1793.134592,586.65660416,80,71.338496,138.412032,213,0
1.0.0,2026-06-23 19:51:43.118,30.2,5.0,57,7,2040,2317.971456,37.042,19713.650688,1802.993664,586.656591872,80,71.339008,138.412032,213,0
1.0.0,2026-06-23 19:51:44.121,32.1,4.0,57,5,2040,2317.971456,43.336,19704.762368,1794.691072,586.656309248,80,71.339008,138.412032,214,0
1.0.0,2026-06-23 19:51:45.157,36.1,3.6,57,13,2040,2317.971456,40.505,19715.354624,1804.034048,586.65629696,80,71.338496,138.412032,214,0
1.0.0,2026-06-23 19:51:46.170,26.8,3.1,57,1,2040,2317.971456,39.704,19703.885824,1793.134592,586.65603072,80,71.338496,138.412032,215,0
1.0.0,2026-06-23 19:51:47.162,25.6,4.5,57,1,2040,2317.971456,36.247,19711.410176,1802.99776,586.656018432,80,71.339008,138.412032,215,0
1.0.0,2026-06-23 19:51:48.192,34.4,5.8,57,10,2040,2317.971456,41.253,19698.74944,1793.134592,586.655694848,80,71.338496,138.412032,216,0
1.0.0,2026-06-23 19:51:49.180,29.6,5.3,57,1,2040,2317.971456,39.834,19705.491456,1802.99776,586.65568256,80,71.339008,138.412032,216,0
1.0.0,2026-06-23 19:51:50.173,35.2,5.4,58,12,2040,2317.971456,41.939,19694.092288,1795.600384,586.655428608,80,71.338496,138.412032,217,0
1.0.0,2026-06-23 19:51:51.187,26.6,4.0,57,1,2040,2317.971456,39.354,19691.085824,1795.600384,586.65541632,80,71.338496,138.412032,217,0
1.0.0,2026-06-23 19:51:52.173,31.2,5.0,57,9,2040,2317.971456,40.723,19696.427008,1802.99776,586.655404032,80,71.339008,138.412032,217,0
1.0.0,2026-06-23 19:51:53.167,30.9,3.8,57,0,2040,2317.971456,41.341,19682.89792,1793.134592,586.655125504,80,71.339008,138.412032,218,0
1.0.0,2026-06-23 19:51:54.166,27.9,3.4,57,1,2040,2317.971456,36.217,19679.813632,1793.130496,586.65510912,80,71.339008,138.412032,218,0
1.0.0,2026-06-23 19:51:55.161,26.3,5.0,57,2,2040,2317.971456,36.168,19677.184,1793.130496,586.655096832,80,71.339008,138.412032,218,0
1.0.0,2026-06-23 19:51:56.153,33.1,4.5,57,9,2040,2317.971456,38.154,19685.45792,1802.993664,586.655080448,80,71.339008,138.412032,218,0
1.0.0,2026-06-23 19:51:57.172,34.2,4.3,57,1,2040,2317.971456,42.848,19683.049472,1802.99776,586.65480192,80,71.339008,138.412032,219,0
1.0.0,2026-06-23 19:51:58.160,37.9,3.8,57,7,2040,2317.971456,41.968,19670.249472,1793.138688,586.65453568,80,71.338496,138.412032,220,0
1.0.0,2026-06-23 19:51:59.185,26.0,4.2,57,0,2040,2317.971456,38.967,19666.149376,1793.134592,586.654523392,80,71.338496,138.412032,220,0
1.0.0,2026-06-23 19:52:00.239,27.7,5.1,57,1,2040,2317.971456,36.223,19676.606464,1802.99776,586.654507008,80,71.339008,138.412032,220,0
1.0.0,2026-06-23 19:52:01.187,33.6,4.8,57,12,2040,2317.971456,42.695,19663.495168,1793.134592,586.654195712,80,71.339008,138.412032,221,0
1.0.0,2026-06-23 19:52:02.176,30.7,3.6,57,4,2040,2317.971456,37.761,19668.402176,1802.99776,586.654183424,80,71.339008,138.412032,221,0
1.0.0,2026-06-23 19:52:03.197,35.3,5.6,57,10,2040,2317.971456,43.618,19658.973184,1794.367488,586.65392128,80,71.338496,138.412032,222,0
1.0.0,2026-06-23 19:52:04.228,28.9,6.1,57,7,2040,2317.971456,38.82,19664.990208,1802.99776,586.653904896,80,71.338496,138.412032,222,0
1.0.0,2026-06-23 19:52:05.235,36.7,5.5,57,13,2040,2317.971456,42.183,19651.817472,1793.134592,586.653618176,80,71.338496,138.412032,223,0
1.0.0,2026-06-23 19:52:06.200,28.6,4.3,57,1,2040,2317.971456,40.26,19648.024576,1794.21184,586.653605888,80,71.338496,138.412032,223,0
1.0.0,2026-06-23 19:52:07.189,26.4,5.5,57,1,2040,2317.971456,36.44,19643.420672,1793.134592,586.6535936,80,71.338496,138.412032,223,0
1.0.0,2026-06-23 19:52:08.188,25.6,3.5,57,1,2040,2317.971456,36.43,19642.834944,1793.130496,586.653577216,80,71.338496,138.412032,223,0
1.0.0,2026-06-23 19:52:09.244,34.7,5.0,57,10,2040,2317.971456,39.346,19658.092544,1804.070912,586.653560832,80,71.338496,138.412032,223,0
1.0.0,2026-06-23 19:52:10.179,36.0,4.7,57,1,2040,2317.971456,41.849,19656.675328,1802.99776,586.6532864,80,71.339008,138.412032,224,0
1.0.0,2026-06-23 19:52:11.180,33.2,4.7,57,12,2040,2317.971456,42.835,19647.049728,1793.134592,586.65302016,80,71.338496,138.412032,225,0
1.0.0,2026-06-23 19:52:12.198,27.2,4.9,57,1,2040,2317.971456,37.861,19645.579264,1793.134592,586.653007872,80,71.338496,138.412032,225,0
1.0.0,2026-06-23 19:52:13.221,27.7,3.9,57,4,2040,2317.971456,36.615,19652.890624,1802.99776,586.652991488,80,71.339008,138.412032,225,0
1.0.0,2026-06-23 19:52:14.221,33.6,3.7,57,6,2040,2317.971456,43.359,19642.687488,1793.134592,586.65265152,80,71.338496,138.412032,226,0
1.0.0,2026-06-23 19:52:15.221,35.0,5.7,58,7,2040,2317.971456,38.505,19651.465216,1802.993664,586.652639232,80,71.339008,138.412032,226,0
1.0.0,2026-06-23 19:52:16.235,34.0,5.1,57,4,2040,2317.971456,43.604,19642.789888,1795.633152,586.652389376,80,71.338496,138.412032,227,0
1.0.0,2026-06-23 19:52:17.276,31.3,4.2,57,1,2040,2317.971456,38.351,19648.528384,1803.030528,586.652372992,80,71.339008,138.412032,227,0
1.0.0,2026-06-23 19:52:18.237,38.2,4.6,58,10,2040,2317.971456,42.744,19637.977088,1793.16736,586.652094464,80,71.339008,138.412032,228,0
1.0.0,2026-06-23 19:52:19.245,25.2,3.4,57,1,2040,2317.971456,38.217,19636.670464,1793.16736,586.65207808,80,71.339008,138.412032,228,0
1.0.0,2026-06-23 19:52:20.243,27.6,3.9,57,1,2040,2317.971456,36.538,19635.888128,1793.163264,586.652065792,80,71.339008,138.412032,228,0
1.0.0,2026-06-23 19:52:21.229,26.7,4.7,57,1,2040,2317.971456,36.595,19643.539456,1803.026432,586.652049408,80,71.339008,138.412032,228,0
1.0.0,2026-06-23 19:52:22.261,36.6,4.0,57,12,2040,2317.971456,41.17,19633.098752,1793.16736,586.651766784,80,71.338496,138.412032,229,0
1.0.0,2026-06-23 19:52:23.257,30.6,4.6,57,13,2040,2317.971456,40.926,19639.320576,1803.030528,586.651754496,80,71.339008,138.412032,229,0
1.0.0,2026-06-23 19:52:24.249,33.1,3.9,57,0,2040,2317.971456,43.369,19627.45856,1793.16736,586.651488256,80,71.338496,138.412032,230,0
1.0.0,2026-06-23 19:52:25.241,25.4,4.9,57,1,2040,2317.971456,36.282,19624.67328,1793.16736,586.651475968,80,71.338496,138.412032,230,0
1.0.0,2026-06-23 19:52:26.248,30.6,4.9,57,10,2040,2317.971456,37.482,19633.094656,1803.026432,586.65146368,80,71.338496,138.412032,230,0
1.0.0,2026-06-23 19:52:27.240,30.0,4.8,57,1,2040,2317.971456,41.646,19621.265408,1793.16736,586.65115648,80,71.339008,138.412032,231,0
1.0.0,2026-06-23 19:52:28.232,32.1,4.3,57,10,2040,2317.971456,39.135,19630.452736,1803.026432,586.651144192,80,71.338496,138.412032,231,0
1.0.0,2026-06-23 19:52:29.232,31.3,4.2,57,1,2040,2317.971456,42.019,19620.794368,1795.633152,586.650877952,80,71.338496,138.412032,232,0
1.0.0,2026-06-23 19:52:30.216,29.0,4.5,57,1,2040,2317.971456,37.994,19623.313408,1803.030528,586.650865664,80,71.339008,138.412032,232,0
1.0.0,2026-06-23 19:52:31.249,30.7,4.2,57,13,2040,2317.971456,42.965,19613.106176,1793.16736,586.650578944,80,71.338496,138.412032,233,0
1.0.0,2026-06-23 19:52:32.225,26.5,3.5,57,1,2040,2317.971456,37.195,19609.698304,1793.16736,586.650566656,80,71.338496,138.412032,233,0
1.0.0,2026-06-23 19:52:33.245,28.3,4.6,57,1,2040,2317.971456,36.359,19608.55552,1793.163264,586.650550272,80,71.338496,138.412032,233,0
1.0.0,2026-06-23 19:52:34.278,27.2,4.2,57,1,2040,2317.971456,36.175,19618.410496,1803.026432,586.650537984,80,71.339008,138.412032,233,0
1.0.0,2026-06-23 19:52:35.298,35.4,4.6,58,6,2040,2317.971456,41.933,19607.92064,1793.69984,586.650222592,80,71.338496,138.412032,234,0
1.0.0,2026-06-23 19:52:36.322,36.7,5.9,57,12,2040,2317.971456,41.601,19614.08512,1803.563008,586.650210304,80,71.338496,138.412032,234,0
1.0.0,2026-06-23 19:52:37.278,31.8,4.3,57,1,2040,2317.971456,42.936,19603.6608,1793.69984,586.649944064,80,71.338496,138.412032,235,0
1.0.0,2026-06-23 19:52:38.308,24.2,4.9,57,1,2040,2317.971456,36.063,19606.196224,1798.627328,586.649931776,80,71.339008,138.412032,235,0
1.0.0,2026-06-23 19:52:39.336,35.2,4.5,57,13,2040,2317.971456,42.85,19610.468352,1803.558912,586.649919488,80,71.338496,138.412032,235,0
1.0.0,2026-06-23 19:52:40.294,26.6,4.8,57,9,2040,2317.971456,38.551,19606.704128,1801.097216,586.6496,80,71.339008,138.412032,236,0
1.0.0,2026-06-23 19:52:41.320,36.7,5.3,57,7,2040,2317.971456,43.72,19606.716416,1803.558912,586.649591808,80,71.338496,138.412032,236,0
1.0.0,2026-06-23 19:52:42.305,28.5,4.7,57,7,2040,2317.971456,38.52,19597.172736,1796.165632,586.64931328,80,71.338496,138.412032,237,0
1.0.0,2026-06-23 19:52:43.327,33.8,5.7,57,12,2040,2317.971456,42.138,19602.747392,1803.563008,586.649305088,80,71.338496,138.412032,237,0
1.0.0,2026-06-23 19:52:44.305,33.2,4.6,57,1,2040,2317.971456,41.018,19592.200192,1793.69984,586.648940544,80,71.338496,138.412032,238,0
1.0.0,2026-06-23 19:52:45.313,26.6,4.7,57,1,2040,2317.971456,36.164,19589.951488,1793.69984,586.64892416,80,71.338496,138.412032,238,0
1.0.0,2026-06-23 19:52:46.303,25.5,4.3,57,1,2040,2317.971456,36.411,19588.784128,1793.695744,586.648911872,80,71.338496,138.412032,238,0
1.0.0,2026-06-23 19:52:47.292,30.1,4.4,57,12,2040,2317.971456,39.753,19595.6736,1803.558912,586.648899584,80,71.339008,138.412032,238,0
1.0.0,2026-06-23 19:52:48.378,35.9,4.4,57,1,2040,2317.971456,41.556,19593.674752,1803.563008,586.648633344,80,71.339008,138.412032,239,0
1.0.0,2026-06-23 19:52:49.348,32.3,4.4,58,9,2040,2317.971456,43.142,19590.71744,1803.558912,586.648621056,80,71.338496,138.412032,239,0
1.0.0,2026-06-23 19:52:50.330,28.3,4.5,57,1,2040,2317.971456,37.636,19578.576896,1794.70336,586.648354816,80,71.338496,138.412032,240,0
1.0.0,2026-06-23 19:52:51.295,27.9,4.1,57,7,2040,2317.971456,37.176,19585.376256,1804.566528,586.648338432,80,71.339008,138.412032,240,0
1.0.0,2026-06-23 19:52:52.354,37.2,6.4,57,5,2040,2317.971456,43.477,19574.80448,1794.70336,586.648027136,80,71.338496,138.412032,241,0
1.0.0,2026-06-23 19:52:53.336,29.0,4.4,57,10,2040,2317.971456,38.094,19581.50144,1804.566528,586.648014848,80,71.339008,138.412032,241,0
1.0.0,2026-06-23 19:52:54.317,34.7,5.8,57,7,2040,2317.971456,42.707,19571.085312,1797.169152,586.647748608,80,71.338496,138.412032,242,0
1.0.0,2026-06-23 19:52:55.322,28.8,4.2,57,1,2040,2317.971456,38.419,19568.25088,1797.169152,586.64773632,80,71.338496,138.412032,242,0
1.0.0,2026-06-23 19:52:56.313,32.4,5.0,58,13,2040,2317.971456,42.358,19574.90688,1804.566528,586.647724032,80,71.338496,138.412032,242,0
1.0.0,2026-06-23 19:52:57.324,33.5,4.1,57,1,2040,2317.971456,39.508,19564.138496,1794.70336,586.647441408,80,71.338496,138.412032,243,0
1.0.0,2026-06-23 19:52:58.331,29.0,4.6,57,1,2040,2317.971456,36.237,19562.37312,1794.70336,586.64742912,80,71.338496,138.412032,243,0
1.0.0,2026-06-23 19:52:59.329,24.1,3.1,57,0,2040,2317.971456,36.438,19560.894464,1794.699264,586.647412736,80,71.338496,138.412032,243,0
1.0.0,2026-06-23 19:53:00.354,30.6,5.4,57,12,2040,2317.971456,41.16,19573.71904,1804.562432,586.647400448,80,71.338496,138.412032,243,0
1.0.0,2026-06-23 19:53:01.320,34.1,5.2,57,10,2040,2317.971456,41.871,19567.669248,1804.566528,586.647130112,80,71.339008,138.412032,244,0
1.0.0,2026-06-23 19:53:02.318,38.9,4.7,57,2,2040,2317.971456,43.391,19555.373056,1794.70336,586.646867968,80,71.338496,138.412032,245,0
1.0.0,2026-06-23 19:53:03.332,26.7,4.3,57,1,2040,2317.971456,36.282,19554.16064,1794.70336,586.646851584,80,71.338496,138.412032,245,0
1.0.0,2026-06-23 19:53:04.307,28.1,4.9,57,12,2040,2317.971456,38.137,19562.20928,1804.566528,586.646839296,80,71.339008,138.412032,245,0
1.0.0,2026-06-23 19:53:05.329,31.4,5.7,57,1,2040,2317.971456,42.371,19550.605312,1794.70336,586.646523904,80,71.339008,138.412032,246,0
1.0.0,2026-06-23 19:53:06.344,31.3,4.3,57,8,2040,2317.971456,39.657,19560.91904,1804.566528,586.646511616,80,71.339008,138.412032,246,0
1.0.0,2026-06-23 19:53:07.315,33.3,6.0,57,1,2040,2317.971456,41.952,19551.268864,1797.169152,586.646249472,80,71.338496,138.412032,247,0
1.0.0,2026-06-23 19:53:08.344,28.3,4.3,57,7,2040,2317.971456,38.358,19553.161216,1804.566528,586.646237184,80,71.339008,138.412032,247,0
1.0.0,2026-06-23 19:53:09.381,36.3,4.4,58,18,2040,2317.971456,44.332,19540.074496,1794.70336,586.64595456,80,71.338496,138.412032,248,0
1.0.0,2026-06-23 19:53:10.320,28.1,4.0,57,1,2040,2317.971456,37.859,19537.379328,1794.70336,586.645942272,80,71.338496,138.412032,248,0
1.0.0,2026-06-23 19:53:11.332,24.8,4.1,57,1,2040,2317.971456,36.178,19534.585856,1794.70336,586.645929984,80,71.338496,138.412032,248,0
1.0.0,2026-06-23 19:53:12.316,26.8,4.7,57,1,2040,2317.971456,36.44,19532.488704,1794.699264,586.6459136,80,71.338496,138.412032,248,0
1.0.0,2026-06-23 19:53:13.346,30.4,4.7,57,13,2040,2317.971456,41.714,19540.713472,1804.562432,586.645905408,80,71.338496,138.412032,248,0
1.0.0,2026-06-23 19:53:14.364,29.7,4.1,57,13,2040,2317.971456,40.615,19539.267584,1804.566528,586.645622784,80,71.339008,138.412032,249,0
1.0.0,2026-06-23 19:53:15.324,29.8,4.3,57,1,2040,2317.971456,40.749,19528.044544,1794.70336,586.645368832,80,71.338496,138.412032,250,0
1.0.0,2026-06-23 19:53:16.346,27.5,3.4,57,1,2040,2317.971456,36.258,19527.335936,1794.70336,586.645356544,80,71.338496,138.412032,250,0
1.0.0,2026-06-23 19:53:17.402,30.2,5.8,57,9,2040,2317.971456,39.863,19537.28512,1804.562432,586.645344256,80,71.339008,138.412032,250,0
1.0.0,2026-06-23 19:53:18.338,34.5,4.1,57,0,2040,2317.971456,41.571,19527.950336,1794.70336,586.645020672,80,71.338496,138.412032,251,0
1.0.0,2026-06-23 19:53:19.341,29.3,5.4,57,12,2040,2317.971456,40.837,19537.444864,1804.562432,586.645008384,80,71.338496,138.412032,251,0
1.0.0,2026-06-23 19:53:20.308,31.5,4.9,57,0,2040,2317.971456,39.954,19530.87488,1797.169152,586.644742144,80,71.338496,138.412032,252,0
1.0.0,2026-06-23 19:53:21.304,31.5,6.5,57,6,2040,2317.971456,38.924,19541.93408,1804.566528,586.64472576,80,71.339008,138.412032,252,0
1.0.0,2026-06-23 19:53:22.324,32.8,5.3,57,2,2040,2317.971456,42.82,19532.45184,1794.70336,586.64443904,80,71.338496,138.412032,253,0
1.0.0,2026-06-23 19:53:23.319,28.8,4.4,57,1,2040,2317.971456,36.117,19530.665984,1794.70336,586.644422656,80,71.338496,138.412032,253,0
1.0.0,2026-06-23 19:53:24.328,24.7,5.3,57,1,2040,2317.971456,36.329,19530.719232,1794.699264,586.644406272,80,71.338496,138.412032,253,0
1.0.0,2026-06-23 19:53:25.368,24.9,6.0,57,4,2040,2317.971456,36.703,19539.787776,1804.562432,586.644393984,80,71.339008,138.412032,253,0
1.0.0,2026-06-23 19:53:26.328,33.6,4.7,57,2,2040,2317.971456,42.387,19531.53024,1795.731456,586.644115456,80,71.339008,138.412032,254,0
1.0.0,2026-06-23 19:53:27.325,29.0,4.9,57,10,2040,2317.971456,39.718,19542.089728,1805.594624,586.644103168,80,71.339008,138.412032,254,0
1.0.0,2026-06-23 19:53:28.332,27.8,5.5,57,0,2040,2317.971456,40.047,19531.214848,1796.964352,586.643849216,80,71.338496,138.412032,255,0
1.0.0,2026-06-23 19:53:29.344,25.2,4.6,57,1,2040,2317.971456,36.124,19531.456512,1795.731456,586.643832832,80,71.338496,138.412032,255,0
1.0.0,2026-06-23 19:53:30.324,32.5,5.2,57,8,2040,2317.971456,40.786,19539.628032,1805.590528,586.643832832,80,71.338496,138.412032,255,0
