schema_version,timestamp,cycle_id,class,conf_min,conf_max,conf_ave,num_detections,final_flag
1.0.0,2026-06-23 19:58:48.004,379,unripe,0.92,0.92,0.92,1,0
1.0.0,2026-06-23 19:58:50.900,380,malformation,0.73,0.95,0.86,7,1
1.0.0,2026-06-23 19:58:52.656,381,healthy,0.68,0.97,0.85,6,1
1.0.0,2026-06-23 19:58:55.156,382,unripe,0.87,0.97,0.92,4,1
1.0.0,2026-06-23 19:58:55.156,382,healthy,0.83,0.98,0.93,3,0
1.0.0,2026-06-23 19:58:55.156,382,malformation,0.88,0.88,0.88,1,0
1.0.0,2026-06-23 19:58:59.441,383,unripe,0.72,0.97,0.9,6,1
1.0.0,2026-06-23 19:58:59.441,383,twin,0.84,0.84,0.84,1,0
1.0.0,2026-06-23 19:59:00.816,384,healthy,0.81,0.88,0.85,2,0
1.0.0,2026-06-23 19:59:00.816,384,unripe,0.92,0.93,0.93,2,1
1.0.0,2026-06-23 19:59:03.872,385,malformation,0.8,0.95,0.88,6,1
1.0.0,2026-06-23 19:59:05.465,386,healthy,0.7,0.96,0.86,6,1
1.0.0,2026-06-23 19:59:07.935,387,unripe,0.7,0.93,0.84,3,0
1.0.0,2026-06-23 19:59:07.935,387,healthy,0.86,0.98,0.92,2,1
1.0.0,2026-06-23 19:59:07.935,387,malformation,0.89,0.89,0.89,1,0
1.0.0,2026-06-23 19:59:12.306,388,unripe,0.84,0.97,0.91,6,1
1.0.0,2026-06-23 19:59:12.306,388,healthy,0.65,0.65,0.65,1,0
1.0.0,2026-06-23 19:59:13.639,389,healthy,0.81,0.97,0.9,5,1
1.0.0,2026-06-23 19:59:13.639,389,unripe,0.85,0.85,0.85,2,0
1.0.0,2026-06-23 19:59:16.590,390,malformation,0.67,0.95,0.86,7,1
1.0.0,2026-06-23 19:59:18.415,391,healthy,0.67,0.96,0.87,5,1
1.0.0,2026-06-23 19:59:20.722,392,unripe,0.79,0.96,0.87,3,0
1.0.0,2026-06-23 19:59:20.722,392,healthy,0.9,0.97,0.94,3,1
1.0.0,2026-06-23 19:59:25.067,393,unripe,0.67,0.97,0.87,6,0
1.0.0,2026-06-23 19:59:25.067,393,healthy,0.76,0.84,0.79,4,1
1.0.0,2026-06-23 19:59:26.405,394,healthy,0.91,0.93,0.92,3,1
1.0.0,2026-06-23 19:59:26.405,394,unripe,0.81,0.93,0.85,3,0
1.0.0,2026-06-23 19:59:29.334,395,malformation,0.89,0.96,0.92,5,1
1.0.0,2026-06-23 19:59:31.256,396,healthy,0.65,0.96,0.87,7,1
1.0.0,2026-06-23 19:59:33.568,397,healthy,0.75,0.97,0.89,4,1
1.0.0,2026-06-23 19:59:33.568,397,blacktwin,0.74,0.74,0.74,1,0
1.0.0,2026-06-23 19:59:33.568,397,unripe,0.88,0.88,0.88,1,0
1.0.0,2026-06-23 19:59:37.885,398,unripe,0.92,0.96,0.94,2,1
1.0.0,2026-06-23 19:59:37.885,398,twin,0.82,0.82,0.82,1,0
1.0.0,2026-06-23 19:59:39.278,399,healthy,0.71,0.96,0.86,5,1
1.0.0,2026-06-23 19:59:39.278,399,unripe,0.72,0.72,0.72,1,0
1.0.0,2026-06-23 19:59:42.193,400,malformation,0.81,0.96,0.91,7,1
1.0.0,2026-06-23 19:59:42.193,400,twin,0.65,0.65,0.65,1,0
1.0.0,2026-06-23 19:59:43.975,401,healthy,0.66,0.97,0.86,5,1
1.0.0,2026-06-23 19:59:46.371,402,unripe,0.7,0.97,0.9,6,0
1.0.0,2026-06-23 19:59:46.371,402,healthy,0.75,0.97,0.89,5,1
1.0.0,2026-06-23 19:59:46.371,402,malformation,0.86,0.86,0.86,1,0
1.0.0,2026-06-23 19:59:50.475,403,unripe,0.74,0.97,0.89,5,1
1.0.0,2026-06-23 19:59:52.168,404,healthy,0.67,0.96,0.88,4,1
1.0.0,2026-06-23 19:59:52.168,404,unripe,0.86,0.92,0.89,3,0
1.0.0,2026-06-23 19:59:55.047,405,malformation,0.67,0.95,0.86,10,1
1.0.0,2026-06-23 19:59:56.736,406,healthy,0.75,0.97,0.9,4,1
1.0.0,2026-06-23 19:59:59.243,407,unripe,0.66,0.96,0.89,6,0
1.0.0,2026-06-23 19:59:59.243,407,healthy,0.74,0.98,0.88,5,0
1.0.0,2026-06-23 19:59:59.243,407,malformation,0.78,0.78,0.78,1,0
1.0.0,2026-06-23 19:59:59.243,407,blacktwin,0.91,0.91,0.91,1,1
1.0.0,2026-06-23 20:00:03.530,408,unripe,0.83,0.97,0.9,5,1
1.0.0,2026-06-23 20:00:03.530,408,healthy,0.74,0.74,0.74,1,0
1.0.0,2026-06-23 20:00:03.530,408,twin,0.69,0.69,0.69,1,0
1.0.0,2026-06-23 20:00:04.844,409,healthy,0.77,0.96,0.88,4,1
1.0.0,2026-06-23 20:00:04.844,409,unripe,0.91,0.91,0.91,1,0
1.0.0,2026-06-23 20:00:07.873,410,malformation,0.76,0.95,0.87,8,1
1.0.0,2026-06-23 20:00:09.569,411,healthy,0.82,0.96,0.92,4,1
1.0.0,2026-06-23 20:00:11.944,412,unripe,0.81,0.93,0.88,4,0
1.0.0,2026-06-23 20:00:11.944,412,healthy,0.95,0.97,0.97,3,1
1.0.0,2026-06-23 20:00:11.944,412,malformation,0.86,0.86,0.86,1,0
1.0.0,2026-06-23 20:00:16.170,413,unripe,0.86,0.97,0.91,5,1
1.0.0,2026-06-23 20:00:16.170,413,healthy,0.76,0.76,0.76,1,0
1.0.0,2026-06-23 20:00:17.644,414,healthy,0.94,0.97,0.96,2,1
1.0.0,2026-06-23 20:00:17.644,414,unripe,0.76,0.89,0.82,3,0
1.0.0,2026-06-23 20:00:20.607,415,malformation,0.76,0.96,0.9,10,1
1.0.0,2026-06-23 20:00:22.336,416,healthy,0.75,0.97,0.89,6,1
1.0.0,2026-06-23 20:00:24.998,417,unripe,0.77,0.97,0.85,4,0
1.0.0,2026-06-23 20:00:24.998,417,healthy,0.7,0.97,0.88,3,1
1.0.0,2026-06-23 20:00:24.998,417,malformation,0.73,0.73,0.73,1,0
1.0.0,2026-06-23 20:00:28.925,418,healthy,0.67,0.88,0.77,2,0
1.0.0,2026-06-23 20:00:28.925,418,unripe,0.89,0.95,0.92,2,1
1.0.0,2026-06-23 20:00:30.591,419,healthy,0.66,0.95,0.81,5,1
1.0.0,2026-06-23 20:00:30.591,419,unripe,0.71,0.95,0.87,3,0
1.0.0,2026-06-23 20:00:33.302,420,malformation,0.76,0.95,0.89,7,1
1.0.0,2026-06-23 20:00:35.298,421,healthy,0.66,0.97,0.85,8,1
1.0.0,2026-06-23 20:00:37.596,422,unripe,0.92,0.97,0.95,5,0
1.0.0,2026-06-23 20:00:37.596,422,healthy,0.82,0.97,0.91,5,1
1.0.0,2026-06-23 20:00:41.908,423,unripe,0.86,0.97,0.93,5,1
1.0.0,2026-06-23 20:00:41.908,423,healthy,0.84,0.84,0.84,1,0
1.0.0,2026-06-23 20:00:43.408,424,healthy,0.73,0.96,0.83,5,1
1.0.0,2026-06-23 20:00:43.408,424,unripe,0.84,0.95,0.88,3,0
1.0.0,2026-06-23 20:00:46.026,425,malformation,0.72,0.95,0.89,6,1
1.0.0,2026-06-23 20:00:47.997,426,healthy,0.73,0.96,0.9,5,1
1.0.0,2026-06-23 20:00:50.443,427,unripe,0.86,0.96,0.92,3,0
1.0.0,2026-06-23 20:00:50.443,427,healthy,0.77,0.97,0.89,4,1
1.0.0,2026-06-23 20:00:50.443,427,malformation,0.83,0.83,0.83,1,0
1.0.0,2026-06-23 20:00:50.443,427,blacktwin,0.87,0.87,0.87,1,0
1.0.0,2026-06-23 20:00:54.922,428,unripe,0.76,0.97,0.87,6,1
1.0.0,2026-06-23 20:00:54.922,428,healthy,0.76,0.76,0.76,1,0
1.0.0,2026-06-23 20:00:56.143,429,healthy,0.73,0.97,0.9,4,1
1.0.0,2026-06-23 20:00:56.143,429,unripe,0.87,0.91,0.89,2,0
1.0.0,2026-06-23 20:00:59.029,430,malformation,0.71,0.96,0.88,9,1
1.0.0,2026-06-23 20:01:00.790,431,healthy,0.65,0.96,0.84,8,1
1.0.0,2026-06-23 20:01:03.185,432,unripe,0.78,0.96,0.91,5,0
1.0.0,2026-06-23 20:01:03.185,432,healthy,0.65,0.97,0.87,5,1
1.0.0,2026-06-23 20:01:03.185,432,blacktwin,0.84,0.84,0.84,1,0
1.0.0,2026-06-23 20:01:07.597,433,unripe,0.7,0.97,0.87,7,1
1.0.0,2026-06-23 20:01:07.597,433,twin,0.73,0.73,0.73,1,0
1.0.0,2026-06-23 20:01:09.154,434,healthy,0.69,0.97,0.82,5,1
1.0.0,2026-06-23 20:01:09.154,434,unripe,0.91,0.92,0.91,2,0
1.0.0,2026-06-23 20:01:11.876,435,malformation,0.7,0.96,0.89,9,1
1.0.0,2026-06-23 20:01:13.606,436,healthy,0.7,0.96,0.85,7,1
1.0.0,2026-06-23 20:01:16.067,437,unripe,0.96,0.96,0.96,3,0
1.0.0,2026-06-23 20:01:16.067,437,healthy,0.78,0.97,0.91,3,1
1.0.0,2026-06-23 20:01:16.067,437,blacktwin,0.68,0.68,0.68,1,0
1.0.0,2026-06-23 20:01:20.141,438,healthy,0.86,0.9,0.88,2,0
1.0.0,2026-06-23 20:01:20.141,438,unripe,0.9,0.97,0.95,5,1
1.0.0,2026-06-23 20:01:21.727,439,healthy,0.96,0.97,0.97,3,1
1.0.0,2026-06-23 20:01:21.727,439,unripe,0.81,0.91,0.88,3,0
1.0.0,2026-06-23 20:01:24.754,440,malformation,0.76,0.96,0.86,7,1
1.0.0,2026-06-23 20:01:26.413,441,healthy,0.68,0.96,0.84,6,1
1.0.0,2026-06-23 20:01:28.898,442,unripe,0.94,0.96,0.95,2,1
1.0.0,2026-06-23 20:01:28.898,442,healthy,0.85,0.97,0.93,3,0
1.0.0,2026-06-23 20:01:33.224,443,unripe,0.83,0.97,0.91,5,1
1.0.0,2026-06-23 20:01:33.224,443,healthy,0.72,0.72,0.72,1,0
1.0.0,2026-06-23 20:01:34.573,444,healthy,0.78,0.96,0.9,5,1
1.0.0,2026-06-23 20:01:34.573,444,unripe,0.79,0.82,0.81,2,0
1.0.0,2026-06-23 20:01:37.564,445,malformation,0.78,0.95,0.87,7,1
1.0.0,2026-06-23 20:01:39.378,446,healthy,0.66,0.97,0.8,7,1
1.0.0,2026-06-23 20:01:41.716,447,unripe,0.69,0.96,0.85,4,0
1.0.0,2026-06-23 20:01:41.716,447,healthy,0.7,0.97,0.9,4,0
1.0.0,2026-06-23 20:01:41.716,447,malformation,0.92,0.92,0.92,1,1
1.0.0,2026-06-23 20:01:45.821,448,unripe,0.84,0.97,0.92,4,1
1.0.0,2026-06-23 20:01:47.422,449,healthy,0.75,0.97,0.86,5,1
1.0.0,2026-06-23 20:01:47.422,449,unripe,0.88,0.89,0.88,2,0
1.0.0,2026-06-23 20:01:50.389,450,malformation,0.74,0.96,0.88,8,1
1.0.0,2026-06-23 20:01:52.205,451,healthy,0.75,0.96,0.88,7,1
1.0.0,2026-06-23 20:01:54.467,452,healthy,0.66,0.97,0.9,5,1
1.0.0,2026-06-23 20:01:54.467,452,unripe,0.93,0.97,0.95,3,0
1.0.0,2026-06-23 20:01:54.467,452,malformation,0.86,0.86,0.86,1,0
1.0.0,2026-06-23 20:01:58.843,453,unripe,0.86,0.95,0.9,3,0
1.0.0,2026-06-23 20:01:58.843,453,healthy,0.74,0.79,0.77,2,1
1.0.0,2026-06-23 20:01:58.843,453,twin,0.75,0.75,0.75,1,0
1.0.0,2026-06-23 20:02:00.171,454,healthy,0.72,0.97,0.9,4,1
1.0.0,2026-06-23 20:02:00.171,454,unripe,0.83,0.94,0.88,3,0
1.0.0,2026-06-23 20:02:03.145,455,malformation,0.83,0.95,0.91,6,1
1.0.0,2026-06-23 20:02:05.021,456,healthy,0.66,0.96,0.84,8,1
1.0.0,2026-06-23 20:02:07.296,457,healthy,0.93,0.97,0.95,4,0
1.0.0,2026-06-23 20:02:07.296,457,unripe,0.74,0.95,0.87,4,0
1.0.0,2026-06-23 20:02:07.296,457,blacktwin,0.93,0.93,0.93,1,1
1.0.0,2026-06-23 20:02:11.345,458,healthy,0.66,0.66,0.66,1,0
1.0.0,2026-06-23 20:02:11.345,458,unripe,0.96,0.96,0.96,3,1
1.0.0,2026-06-23 20:02:12.984,459,healthy,0.96,0.97,0.96,3,1
1.0.0,2026-06-23 20:02:12.984,459,unripe,0.87,0.93,0.91,3,0
1.0.0,2026-06-23 20:02:15.910,460,malformation,0.73,0.95,0.88,6,1
1.0.0,2026-06-23 20:02:17.701,461,healthy,0.66,0.97,0.84,7,1
1.0.0,2026-06-23 20:02:20.129,462,unripe,0.96,0.97,0.96,3,1
1.0.0,2026-06-23 20:02:20.129,462,healthy,0.96,0.97,0.96,3,0
1.0.0,2026-06-23 20:02:20.129,462,malformation,0.81,0.85,0.83,2,0
1.0.0,2026-06-23 20:02:24.617,463,unripe,0.71,0.96,0.84,4,1
1.0.0,2026-06-23 20:02:24.617,463,healthy,0.73,0.73,0.73,1,0
1.0.0,2026-06-23 20:02:25.804,464,healthy,0.91,0.95,0.94,3,1
1.0.0,2026-06-23 20:02:25.804,464,unripe,0.9,0.9,0.9,1,0
1.0.0,2026-06-23 20:02:28.898,465,malformation,0.74,0.94,0.86,7,1
1.0.0,2026-06-23 20:02:30.616,466,healthy,0.74,0.96,0.85,8,1
1.0.0,2026-06-23 20:02:32.856,467,unripe,0.97,0.97,0.97,1,0
1.0.0,2026-06-23 20:02:32.856,467,healthy,0.96,0.97,0.97,3,1
1.0.0,2026-06-23 20:02:32.856,467,blacktwin,0.77,0.77,0.77,1,0
1.0.0,2026-06-23 20:02:37.362,468,unripe,0.96,0.97,0.96,2,1
1.0.0,2026-06-23 20:02:37.362,468,twin,0.75,0.75,0.75,1,0
1.0.0,2026-06-23 20:02:38.695,469,healthy,0.78,0.97,0.89,3,1
1.0.0,2026-06-23 20:02:38.695,469,unripe,0.79,0.88,0.83,3,0
1.0.0,2026-06-23 20:02:41.613,470,malformation,0.74,0.95,0.86,7,1
1.0.0,2026-06-23 20:02:43.185,471,healthy,0.95,0.97,0.96,4,1
1.0.0,2026-06-23 20:02:45.730,472,unripe,0.82,0.96,0.93,4,0
1.0.0,2026-06-23 20:02:45.730,472,healthy,0.82,0.97,0.93,4,0
1.0.0,2026-06-23 20:02:45.730,472,malformation,0.9,0.9,0.9,1,1
1.0.0,2026-06-23 20:02:49.908,473,unripe,0.76,0.97,0.88,4,1
1.0.0,2026-06-23 20:02:49.908,473,healthy,0.86,0.86,0.86,1,0
1.0.0,2026-06-23 20:02:51.567,474,healthy,0.67,0.97,0.85,5,1
1.0.0,2026-06-23 20:02:51.567,474,unripe,0.86,0.95,0.91,3,0
1.0.0,2026-06-23 20:02:54.406,475,malformation,0.75,0.96,0.89,9,1
1.0.0,2026-06-23 20:02:56.178,476,healthy,0.69,0.96,0.88,4,1
1.0.0,2026-06-23 20:02:58.768,477,unripe,0.74,0.95,0.89,4,0
1.0.0,2026-06-23 20:02:58.768,477,healthy,0.71,0.97,0.86,5,1
1.0.0,2026-06-23 20:02:58.768,477,malformation,0.83,0.83,0.83,1,0
1.0.0,2026-06-23 20:03:02.876,478,unripe,0.76,0.97,0.89,6,1
1.0.0,2026-06-23 20:03:02.876,478,healthy,0.87,0.87,0.87,1,0
1.0.0,2026-06-23 20:03:04.238,479,healthy,0.76,0.97,0.89,3,1
1.0.0,2026-06-23 20:03:04.238,479,unripe,0.86,0.93,0.89,2,0
1.0.0,2026-06-23 20:03:06.927,480,malformation,0.78,0.96,0.9,4,1
1.0.0,2026-06-23 20:03:09.019,481,healthy,0.7,0.96,0.85,7,1
1.0.0,2026-06-23 20:03:11.408,482,unripe,0.95,0.96,0.96,2,0
1.0.0,2026-06-23 20:03:11.408,482,healthy,0.97,0.97,0.97,2,1
1.0.0,2026-06-23 20:03:11.408,482,malformation,0.87,0.88,0.87,2,0
1.0.0,2026-06-23 20:03:15.690,483,healthy,0.79,0.82,0.81,2,1
1.0.0,2026-06-23 20:03:15.690,483,unripe,0.86,0.97,0.91,5,0
1.0.0,2026-06-23 20:03:17.188,484,healthy,0.7,0.97,0.89,4,1
1.0.0,2026-06-23 20:03:17.188,484,unripe,0.91,0.91,0.91,1,0
1.0.0,2026-06-23 20:03:19.984,485,malformation,0.7,0.94,0.85,6,1
1.0.0,2026-06-23 20:03:21.864,486,healthy,0.72,0.96,0.86,8,1
1.0.0,2026-06-23 20:03:24.226,487,healthy,0.68,0.97,0.9,5,0
1.0.0,2026-06-23 20:03:24.226,487,unripe,0.72,0.96,0.89,5,1
1.0.0,2026-06-23 20:03:24.226,487,blacktwin,0.76,0.76,0.76,1,0
1.0.0,2026-06-23 20:03:28.474,488,healthy,0.69,0.83,0.78,3,1
1.0.0,2026-06-23 20:03:28.474,488,unripe,0.79,0.97,0.89,3,0
1.0.0,2026-06-23 20:03:29.900,489,healthy,0.82,0.97,0.92,4,1
1.0.0,2026-06-23 20:03:29.900,489,unripe,0.79,0.92,0.85,2,0
1.0.0,2026-06-23 20:03:32.842,490,malformation,0.74,0.96,0.89,7,1
1.0.0,2026-06-23 20:03:34.528,491,healthy,0.77,0.96,0.9,7,1
1.0.0,2026-06-23 20:03:36.942,492,healthy,0.75,0.97,0.91,4,1
1.0.0,2026-06-23 20:03:36.942,492,unripe,0.83,0.97,0.88,3,0
1.0.0,2026-06-23 20:03:36.942,492,blacktwin,0.89,0.89,0.89,1,0
1.0.0,2026-06-23 20:03:41.313,493,unripe,0.82,0.96,0.91,3,0
1.0.0,2026-06-23 20:03:41.313,493,healthy,0.84,0.88,0.86,3,1
1.0.0,2026-06-23 20:03:42.746,494,healthy,0.81,0.95,0.89,3,1
1.0.0,2026-06-23 20:03:42.746,494,unripe,0.79,0.94,0.88,3,0
1.0.0,2026-06-23 20:03:45.698,495,malformation,0.71,0.95,0.89,8,1
1.0.0,2026-06-23 20:03:47.316,496,healthy,0.86,0.97,0.93,4,1
1.0.0,2026-06-23 20:03:49.766,497,unripe,0.75,0.96,0.86,4,0
1.0.0,2026-06-23 20:03:49.766,497,healthy,0.97,0.97,0.97,3,1
1.0.0,2026-06-23 20:03:54.145,498,healthy,0.87,0.87,0.87,2,1
1.0.0,2026-06-23 20:03:54.145,498,unripe,0.67,0.96,0.81,5,0
1.0.0,2026-06-23 20:03:55.498,499,healthy,0.69,0.97,0.88,5,1
1.0.0,2026-06-23 20:03:55.498,499,unripe,0.86,0.91,0.88,2,0
1.0.0,2026-06-23 20:03:58.438,500,malformation,0.87,0.96,0.92,8,1
1.0.0,2026-06-23 20:04:00.200,501,healthy,0.83,0.97,0.92,4,1
1.0.0,2026-06-23 20:04:02.594,502,unripe,0.72,0.87,0.79,2,0
1.0.0,2026-06-23 20:04:02.594,502,healthy,0.95,0.97,0.96,3,1
1.0.0,2026-06-23 20:04:02.594,502,malformation,0.88,0.88,0.88,1,0
1.0.0,2026-06-23 20:04:06.794,503,unripe,0.81,0.97,0.91,6,1
1.0.0,2026-06-23 20:04:08.286,504,healthy,0.93,0.96,0.95,3,1
1.0.0,2026-06-23 20:04:08.286,504,unripe,0.79,0.83,0.81,2,0
1.0.0,2026-06-23 20:04:11.311,505,malformation,0.74,0.96,0.9,13,1
1.0.0,2026-06-23 20:04:13.147,506,healthy,0.76,0.96,0.91,4,1
1.0.0,2026-06-23 20:04:15.356,507,unripe,0.84,0.97,0.92,5,0
1.0.0,2026-06-23 20:04:15.356,507,healthy,0.78,0.97,0.9,3,1
1.0.0,2026-06-23 20:04:19.597,508,healthy,0.82,0.86,0.84,2,0
1.0.0,2026-06-23 20:04:19.597,508,unripe,0.84,0.96,0.9,4,1
1.0.0,2026-06-23 20:04:21.142,509,healthy,0.74,0.96,0.84,5,1
1.0.0,2026-06-23 20:04:21.142,509,unripe,0.92,0.92,0.92,1,0
1.0.0,2026-06-23 20:04:24.071,510,malformation,0.73,0.96,0.9,7,1
1.0.0,2026-06-23 20:04:24.071,510,twin,0.74,0.74,0.74,1,0
1.0.0,2026-06-23 20:04:25.983,511,healthy,0.66,0.96,0.85,8,1
1.0.0,2026-06-23 20:04:28.223,512,unripe,0.74,0.96,0.86,4,1
1.0.0,2026-06-23 20:04:28.223,512,healthy,0.96,0.97,0.97,3,0
1.0.0,2026-06-23 20:04:28.223,512,blacktwin,0.85,0.85,0.85,1,0
1.0.0,2026-06-23 20:04:32.574,513,unripe,0.7,0.96,0.9,4,0
1.0.0,2026-06-23 20:04:32.574,513,healthy,0.8,0.81,0.8,3,1
1.0.0,2026-06-23 20:04:33.903,514,healthy,0.87,0.94,0.92,3,1
1.0.0,2026-06-23 20:04:33.903,514,unripe,0.86,0.92,0.9,3,0
1.0.0,2026-06-23 20:04:36.914,515,malformation,0.72,0.96,0.9,10,1
1.0.0,2026-06-23 20:04:38.747,516,healthy,0.66,0.96,0.82,7,1
1.0.0,2026-06-23 20:04:41.077,517,unripe,0.83,0.96,0.9,4,0
1.0.0,2026-06-23 20:04:41.077,517,healthy,0.7,0.97,0.9,4,1
1.0.0,2026-06-23 20:04:41.077,517,malformation,0.74,0.74,0.74,1,0
1.0.0,2026-06-23 20:04:45.576,518,unripe,0.82,0.97,0.89,3,1
1.0.0,2026-06-23 20:04:45.576,518,healthy,0.69,0.69,0.69,1,0
1.0.0,2026-06-23 20:04:46.719,519,healthy,0.84,0.96,0.93,4,1
1.0.0,2026-06-23 20:04:46.719,519,unripe,0.7,0.9,0.81,3,0
1.0.0,2026-06-23 20:04:49.728,520,malformation,0.72,0.95,0.89,8,1
1.0.0,2026-06-23 20:04:51.476,521,healthy,0.67,0.96,0.85,7,1
1.0.0,2026-06-23 20:04:53.944,522,healthy,0.9,0.98,0.95,3,1
1.0.0,2026-06-23 20:04:53.944,522,unripe,0.82,0.9,0.86,2,0
1.0.0,2026-06-23 20:04:53.944,522,malformation,0.84,0.84,0.84,1,0
1.0.0,2026-06-23 20:04:58.072,523,unripe,0.78,0.97,0.87,6,1
1.0.0,2026-06-23 20:04:58.072,523,healthy,0.84,0.84,0.84,1,0
1.0.0,2026-06-23 20:04:59.663,524,healthy,0.65,0.96,0.86,5,1
1.0.0,2026-06-23 20:04:59.663,524,unripe,0.85,0.93,0.9,3,0
1.0.0,2026-06-23 20:05:02.513,525,malformation,0.74,0.95,0.86,7,1
1.0.0,2026-06-23 20:05:04.399,526,healthy,0.72,0.96,0.87,7,1
1.0.0,2026-06-23 20:05:06.675,527,unripe,0.93,0.94,0.93,2,1
1.0.0,2026-06-23 20:05:06.675,527,healthy,0.84,0.97,0.93,3,0
1.0.0,2026-06-23 20:05:06.675,527,malformation,0.75,0.75,0.75,1,0
1.0.0,2026-06-23 20:05:10.883,528,unripe,0.65,0.97,0.87,5,1
1.0.0,2026-06-23 20:05:10.883,528,healthy,0.81,0.89,0.85,2,0
1.0.0,2026-06-23 20:05:12.391,529,healthy,0.93,0.96,0.94,3,1
1.0.0,2026-06-23 20:05:12.391,529,unripe,0.69,0.94,0.86,3,0
1.0.0,2026-06-23 20:05:15.362,530,malformation,0.76,0.96,0.88,13,1
1.0.0,2026-06-23 20:05:17.200,531,healthy,0.65,0.96,0.85,7,1
1.0.0,2026-06-23 20:05:19.706,532,unripe,0.68,0.94,0.86,4,0
1.0.0,2026-06-23 20:05:19.706,532,healthy,0.71,0.98,0.9,4,1
1.0.0,2026-06-23 20:05:19.706,532,malformation,0.89,0.89,0.89,1,0
1.0.0,2026-06-23 20:05:23.818,533,unripe,0.69,0.97,0.86,6,1
1.0.0,2026-06-23 20:05:23.818,533,healthy,0.86,0.86,0.86,1,0
1.0.0,2026-06-23 20:05:23.818,533,twin,0.82,0.82,0.82,1,0
1.0.0,2026-06-23 20:05:25.212,534,healthy,0.73,0.95,0.85,5,1
1.0.0,2026-06-23 20:05:25.212,534,unripe,0.87,0.87,0.87,1,0
1.0.0,2026-06-23 20:05:28.273,535,malformation,0.71,0.95,0.89,7,1
1.0.0,2026-06-23 20:05:30.037,536,healthy,0.69,0.97,0.85,7,1
1.0.0,2026-06-23 20:05:32.269,537,unripe,0.79,0.96,0.86,3,0
1.0.0,2026-06-23 20:05:32.269,537,healthy,0.77,0.97,0.92,4,1
1.0.0,2026-06-23 20:05:32.269,537,malformation,0.84,0.84,0.84,1,0
1.0.0,2026-06-23 20:05:36.640,538,unripe,0.87,0.97,0.93,6,1
1.0.0,2026-06-23 20:05:36.640,538,healthy,0.8,0.87,0.84,2,0
1.0.0,2026-06-23 20:05:38.043,539,unripe,0.66,0.66,0.66,1,0
1.0.0,2026-06-23 20:05:38.043,539,healthy,0.73,0.96,0.84,2,1
1.0.0,2026-06-23 20:05:40.972,540,malformation,0.83,0.95,0.91,8,1
1.0.0,2026-06-23 20:05:42.792,541,healthy,0.74,0.97,0.88,6,1
1.0.0,2026-06-23 20:05:45.136,542,healthy,0.96,0.97,0.97,3,1
1.0.0,2026-06-23 20:05:45.136,542,unripe,0.78,0.96,0.89,3,0
1.0.0,2026-06-23 20:05:45.136,542,malformation,0.75,0.75,0.75,1,0
1.0.0,2026-06-23 20:05:49.211,543,healthy,0.81,0.81,0.81,1,0
1.0.0,2026-06-23 20:05:49.211,543,unripe,0.87,0.96,0.91,2,1
1.0.0,2026-06-23 20:05:50.892,544,healthy,0.76,0.95,0.87,6,1
1.0.0,2026-06-23 20:05:50.892,544,unripe,0.9,0.9,0.9,2,0
1.0.0,2026-06-23 20:05:53.850,545,malformation,0.71,0.96,0.88,8,1
1.0.0,2026-06-23 20:05:55.402,546,healthy,0.7,0.97,0.87,6,1
1.0.0,2026-06-23 20:05:58.152,547,unripe,0.87,0.95,0.91,2,0
1.0.0,2026-06-23 20:05:58.152,547,healthy,0.68,0.97,0.9,4,1
1.0.0,2026-06-23 20:05:58.152,547,malformation,0.89,0.89,0.89,1,0
1.0.0,2026-06-23 20:06:02.117,548,unripe,0.66,0.97,0.88,5,1
1.0.0,2026-06-23 20:06:02.117,548,healthy,0.69,0.69,0.69,1,0
1.0.0,2026-06-23 20:06:03.699,549,healthy,0.67,0.93,0.8,5,1
1.0.0,2026-06-23 20:06:03.699,549,unripe,0.75,0.9,0.83,2,0
1.0.0,2026-06-23 20:06:06.341,550,malformation,0.79,0.95,0.87,5,1
1.0.0,2026-06-23 20:06:08.515,551,healthy,0.67,0.96,0.86,8,1
1.0.0,2026-06-23 20:06:10.796,552,unripe,0.92,0.97,0.94,2,1
1.0.0,2026-06-23 20:06:10.796,552,healthy,0.71,0.97,0.9,4,0
1.0.0,2026-06-23 20:06:10.796,552,blacktwin,0.78,0.78,0.78,1,0
1.0.0,2026-06-23 20:06:15.105,553,unripe,0.72,0.97,0.89,7,1
1.0.0,2026-06-23 20:06:15.105,553,healthy,0.78,0.79,0.79,2,0
1.0.0,2026-06-23 20:06:16.414,554,healthy,0.69,0.96,0.8,3,1
1.0.0,2026-06-23 20:06:16.414,554,unripe,0.8,0.86,0.83,2,0
1.0.0,2026-06-23 20:06:19.332,555,malformation,0.77,0.94,0.88,5,1
1.0.0,2026-06-23 20:06:21.287,556,healthy,0.65,0.96,0.84,7,1
1.0.0,2026-06-23 20:06:23.564,557,unripe,0.86,0.96,0.92,3,0
1.0.0,2026-06-23 20:06:23.564,557,healthy,0.77,0.97,0.87,3,1
1.0.0,2026-06-23 20:06:23.564,557,blacktwin,0.86,0.86,0.86,1,0
1.0.0,2026-06-23 20:06:27.796,558,unripe,0.81,0.97,0.91,5,1
1.0.0,2026-06-23 20:06:29.394,559,healthy,0.65,0.97,0.85,5,1
1.0.0,2026-06-23 20:06:29.394,559,unripe,0.88,0.89,0.89,2,0
1.0.0,2026-06-23 20:06:32.312,560,malformation,0.84,0.96,0.91,7,1
