schema_version,timestamp,cycle_id,capture_latency[ms],frame_dropped[n],hsv_flag,hsv_mask_ratio,infer_latency[ms],preproc[ms],postproc[ms],eject_flag,planned_eject_ts,eject_delay[ms],outcome_flag,cpu_temp,cpu_util[%],gpu_temp,gpu_util[%],gpu_clock[mhz],gpu_mem_used[mb],gpu_power[w]
1.0.0,2026-06-23 19:51:13.930,201,,,,,,,,,2026-06-23 19:51:13.665,14.3,1,,,,,,,
1.0.0,2026-06-23 19:51:16.212,202,,,,,,,,,2026-06-23 19:51:15.957,3.98,1,,,,,,,
1.0.0,2026-06-23 19:51:18.207,203,49.24,0,1,0.1225,14.35,0.66,0.32,1,,,,,5.0,57,12,2040,2317.971456,41.098
1.0.0,2026-06-23 19:51:19.534,203,,,,,,,,,2026-06-23 19:51:19.273,9.31,1,,,,,,,
1.0.0,2026-06-23 19:51:19.641,204,48.49,0,1,0.123,14.78,0.7,0.33,0,,,,,5.0,58,12,2040,2317.971456,41.935
1.0.0,2026-06-23 19:51:22.028,204,,,,,,,,,2026-06-23 19:51:21.774,3.36,1,,,,,,,
1.0.0,2026-06-23 19:51:22.480,205,49.14,0,1,0.1348,13.82,0.66,0.33,1,,,,,4.4,57,4,2040,2317.971456,38.462
1.0.0,2026-06-23 19:51:23.807,205,,,,,,,,,2026-06-23 19:51:23.546,9.28,1,,,,,,,
1.0.0,2026-06-23 19:51:24.402,206,49.09,0,1,0.101,14.3,0.62,0.34,0,,,,,6.7,57,7,2040,2317.971456,39.716
1.0.0,2026-06-23 19:51:26.727,207,49.24,0,1,0.0701,14.64,0.71,0.32,0,,,,,3.8,57,9,2040,2317.971456,38.598
1.0.0,2026-06-23 19:51:26.800,206,,,,,,,,,2026-06-23 19:51:26.536,13.39,1,,,,,,,
1.0.0,2026-06-23 19:51:29.122,207,,,,,,,,,2026-06-23 19:51:28.860,11.38,1,,,,,,,
1.0.0,2026-06-23 19:51:31.038,208,49.2,0,1,0.115,14.1,0.63,0.31,1,,,,,5.3,57,0,2040,2317.971456,36.46
1.0.0,2026-06-23 19:51:32.365,208,,,,,,,,,2026-06-23 19:51:32.105,9.13,1,,,,,,,
1.0.0,2026-06-23 19:51:32.422,209,49.25,0,1,0.1229,13.3,0.68,0.32,0,,,,,5.1,57,13,2040,2317.971456,41.939
1.0.0,2026-06-23 19:51:34.871,209,,,,,,,,,2026-06-23 19:51:34.561,0.54,1,,,,,,,
1.0.0,2026-06-23 19:51:35.280,210,49.1,0,1,0.1286,14.85,0.72,0.34,1,,,,,4.7,58,12,2040,2317.971456,40.153
1.0.0,2026-06-23 19:51:36.609,210,,,,,,,,,2026-06-23 19:51:36.347,11.6,1,,,,,,,
1.0.0,2026-06-23 19:51:36.983,211,49.33,0,1,0.1154,14.43,0.62,0.32,0,,,,,5.0,57,1,2040,2317.971456,40.14
1.0.0,2026-06-23 19:51:39.384,211,,,,,,,,,2026-06-23 19:51:39.117,15.6,1,,,,,,,
1.0.0,2026-06-23 19:51:39.757,212,48.9,0,1,0.0699,14.23,0.67,0.35,0,,,,,5.1,57,10,2040,2317.971456,40.191
1.0.0,2026-06-23 19:51:42.149,212,,,,,,,,,2026-06-23 19:51:41.898,0.43,1,,,,,,,
1.0.0,2026-06-23 19:51:43.665,213,48.94,0,1,0.1159,13.24,0.62,0.35,1,,,,,5.0,57,7,2040,2317.971456,37.042
1.0.0,2026-06-23 19:51:44.997,213,,,,,,,,,2026-06-23 19:51:44.732,14.63,1,,,,,,,
1.0.0,2026-06-23 19:51:45.204,214,48.56,0,1,0.123,14.44,0.6,0.34,0,,,,,3.6,57,13,2040,2317.971456,40.505
1.0.0,2026-06-23 19:51:47.590,214,,,,,,,,,2026-06-23 19:51:47.338,1.52,1,,,,,,,
1.0.0,2026-06-23 19:51:48.158,215,49.08,0,1,0.1441,13.76,0.69,0.33,1,,,,,4.5,57,1,2040,2317.971456,36.247
1.0.0,2026-06-23 19:51:49.483,215,,,,,,,,,2026-06-23 19:51:49.225,7.72,1,,,,,,,
1.0.0,2026-06-23 19:51:49.836,216,49.24,0,1,0.1158,14.54,0.62,0.29,0,,,,,5.3,57,1,2040,2317.971456,39.834
1.0.0,2026-06-23 19:51:52.235,216,,,,,,,,,2026-06-23 19:51:51.969,15.25,1,,,,,,,
1.0.0,2026-06-23 19:51:52.380,217,49.28,0,1,0.0667,14.69,0.75,0.32,1,,,,,5.0,57,9,2040,2317.971456,40.723
1.0.0,2026-06-23 19:51:53.711,217,,,,,,,,,2026-06-23 19:51:53.446,14.34,1,,,,,,,
1.0.0,2026-06-23 19:51:56.589,218,49.21,0,1,0.114,14.44,0.63,0.33,0,,,,,4.5,57,9,2040,2317.971456,38.154
1.0.0,2026-06-23 19:51:58.069,219,49.01,0,1,0.1256,13.14,0.65,0.29,0,,,,,4.3,57,1,2040,2317.971456,42.848
1.0.0,2026-06-23 19:51:58.984,218,,,,,,,,,2026-06-23 19:51:58.722,10.73,1,,,,,,,
1.0.0,2026-06-23 19:52:00.455,219,,,,,,,,,2026-06-23 19:52:00.203,0.7,1,,,,,,,
1.0.0,2026-06-23 19:52:00.925,220,48.94,0,1,0.1375,13.99,0.65,0.39,1,,,,,5.1,57,1,2040,2317.971456,36.223
1.0.0,2026-06-23 19:52:02.257,220,,,,,,,,,2026-06-23 19:52:01.992,13.5,1,,,,,,,
1.0.0,2026-06-23 19:52:02.740,221,48.39,0,1,0.1026,13.67,0.66,0.34,0,,,,,3.6,57,4,2040,2317.971456,37.761
1.0.0,2026-06-23 19:52:05.136,221,,,,,,,,,2026-06-23 19:52:04.873,12.6,1,,,,,,,
1.0.0,2026-06-23 19:52:05.205,222,49.15,0,1,0.0749,14.47,0.62,0.33,0,,,,,6.1,57,7,2040,2317.971456,38.82
1.0.0,2026-06-23 19:52:07.592,222,,,,,,,,,2026-06-23 19:52:07.338,1.82,1,,,,,,,
1.0.0,2026-06-23 19:52:09.451,223,48.25,0,1,0.1219,14.75,0.69,0.31,1,,,,,5.0,57,10,2040,2317.971456,39.346
1.0.0,2026-06-23 19:52:10.771,223,,,,,,,,,2026-06-23 19:52:10.518,2.66,1,,,,,,,
1.0.0,2026-06-23 19:52:10.884,224,49.45,0,1,0.123,14.13,0.7,0.34,0,,,,,4.7,57,1,2040,2317.971456,41.849
1.0.0,2026-06-23 19:52:13.283,224,,,,,,,,,2026-06-23 19:52:13.017,14.84,1,,,,,,,
1.0.0,2026-06-23 19:52:13.786,225,47.93,0,1,0.1313,13.17,0.67,0.34,1,,,,,3.9,57,4,2040,2317.971456,36.615
1.0.0,2026-06-23 19:52:15.111,225,,,,,,,,,2026-06-23 19:52:14.852,8.07,1,,,,,,,
1.0.0,2026-06-23 19:52:15.484,226,48.84,0,1,0.1075,14.2,0.61,0.36,0,,,,,5.7,58,7,2040,2317.971456,38.505
1.0.0,2026-06-23 19:52:17.873,226,,,,,,,,,2026-06-23 19:52:17.617,5.26,1,,,,,,,
1.0.0,2026-06-23 19:52:17.966,227,49.19,0,1,0.066,14.24,0.61,0.32,1,,,,,4.2,57,1,2040,2317.971456,38.351
1.0.0,2026-06-23 19:52:19.293,227,,,,,,,,,2026-06-23 19:52:19.041,0.79,1,,,,,,,
1.0.0,2026-06-23 19:52:22.205,228,49.23,0,1,0.1141,13.91,0.59,0.31,1,,,,,4.7,57,1,2040,2317.971456,36.595
1.0.0,2026-06-23 19:52:23.527,228,,,,,,,,,2026-06-23 19:52:23.272,4.2,1,,,,,,,
1.0.0,2026-06-23 19:52:23.687,229,49.31,0,1,0.1215,14.45,0.74,0.32,0,,,,,4.6,57,13,2040,2317.971456,40.926
1.0.0,2026-06-23 19:52:26.083,229,,,,,,,,,2026-06-23 19:52:25.820,12.05,1,,,,,,,
1.0.0,2026-06-23 19:52:26.390,230,49.01,0,1,0.1282,16.12,0.66,0.35,1,,,,,4.9,57,10,2040,2317.971456,37.482
1.0.0,2026-06-23 19:52:27.721,230,,,,,,,,,2026-06-23 19:52:27.457,13.11,1,,,,,,,
1.0.0,2026-06-23 19:52:28.296,231,49.1,0,1,0.1143,14.13,0.62,0.31,0,,,,,4.3,57,10,2040,2317.971456,39.135
1.0.0,2026-06-23 19:52:30.692,231,,,,,,,,,2026-06-23 19:52:30.430,12.01,1,,,,,,,
1.0.0,2026-06-23 19:52:30.788,232,49.31,0,1,0.0604,14.99,0.72,0.32,0,,,,,4.5,57,1,2040,2317.971456,37.994
1.0.0,2026-06-23 19:52:33.183,232,,,,,,,,,2026-06-23 19:52:32.921,11.18,1,,,,,,,
1.0.0,2026-06-23 19:52:35.122,233,0.18,0,1,0.1232,16.25,0.63,0.31,1,,,,,4.2,57,1,2040,2317.971456,36.175
1.0.0,2026-06-23 19:52:36.442,233,,,,,,,,,2026-06-23 19:52:36.189,2.57,1,,,,,,,
1.0.0,2026-06-23 19:52:36.542,234,48.59,0,1,0.1233,14.43,0.7,0.29,1,,,,,5.9,57,12,2040,2317.971456,41.601
1.0.0,2026-06-23 19:52:37.861,234,,,,,,,,,2026-06-23 19:52:37.608,1.48,1,,,,,,,
1.0.0,2026-06-23 19:52:39.413,235,49.34,0,1,0.1188,13.77,0.63,0.33,1,,,,,4.5,57,13,2040,2317.971456,42.85
1.0.0,2026-06-23 19:52:40.732,235,,,,,,,,,2026-06-23 19:52:40.479,1.94,1,,,,,,,
1.0.0,2026-06-23 19:52:41.344,236,48.99,0,1,0.0947,14.05,0.65,0.31,0,,,,,5.3,57,7,2040,2317.971456,43.72
1.0.0,2026-06-23 19:52:43.744,236,,,,,,,,,2026-06-23 19:52:43.478,15.53,1,,,,,,,
1.0.0,2026-06-23 19:52:43.780,237,49.08,0,1,0.0762,14.76,0.7,0.31,0,,,,,5.7,57,12,2040,2317.971456,42.138
1.0.0,2026-06-23 19:52:46.166,237,,,,,,,,,2026-06-23 19:52:45.914,1.21,1,,,,,,,
1.0.0,2026-06-23 19:52:47.880,238,49.02,0,1,0.1128,15.23,0.56,0.37,1,,,,,4.4,57,12,2040,2317.971456,39.753
1.0.0,2026-06-23 19:52:49.205,238,,,,,,,,,2026-06-23 19:52:48.946,7.69,1,,,,,,,
1.0.0,2026-06-23 19:52:49.373,239,48.89,0,1,0.123,14.6,0.62,0.34,0,,,,,4.4,58,9,2040,2317.971456,43.142
1.0.0,2026-06-23 19:52:51.771,239,,,,,,,,,2026-06-23 19:52:51.506,13.29,1,,,,,,,
1.0.0,2026-06-23 19:52:52.157,240,48.24,0,1,0.135,14.34,0.63,0.33,1,,,,,4.1,57,7,2040,2317.971456,37.176
1.0.0,2026-06-23 19:52:53.476,240,,,,,,,,,2026-06-23 19:52:53.223,1.89,1,,,,,,,
1.0.0,2026-06-23 19:52:53.941,241,49.09,0,1,0.1172,14.83,0.69,0.33,0,,,,,4.4,57,10,2040,2317.971456,38.094
1.0.0,2026-06-23 19:52:56.330,241,,,,,,,,,2026-06-23 19:52:56.074,5.63,1,,,,,,,
1.0.0,2026-06-23 19:52:56.606,242,48.86,0,1,0.0624,14.59,0.75,0.35,0,,,,,5.0,58,13,2040,2317.971456,42.358
1.0.0,2026-06-23 19:52:58.996,242,,,,,,,,,2026-06-23 19:52:58.739,3.71,1,,,,,,,
1.0.0,2026-06-23 19:53:00.694,243,48.63,0,1,0.1127,13.84,0.62,0.32,1,,,,,5.4,57,12,2040,2317.971456,41.16
1.0.0,2026-06-23 19:53:02.027,243,,,,,,,,,2026-06-23 19:53:01.776,0.31,1,,,,,,,
1.0.0,2026-06-23 19:53:02.113,244,48.95,0,1,0.1229,14.69,0.68,0.33,0,,,,,5.2,57,10,2040,2317.971456,41.871
1.0.0,2026-06-23 19:53:04.501,244,,,,,,,,,2026-06-23 19:53:04.247,4.15,1,,,,,,,
1.0.0,2026-06-23 19:53:04.986,245,48.79,0,1,0.1396,14.98,0.7,0.3,1,,,,,4.9,57,12,2040,2317.971456,38.137
1.0.0,2026-06-23 19:53:06.305,245,,,,,,,,,2026-06-23 19:53:06.053,1.76,1,,,,,,,
1.0.0,2026-06-23 19:53:06.732,246,48.14,0,1,0.1083,14.3,0.78,0.32,0,,,,,4.3,57,8,2040,2317.971456,39.657
1.0.0,2026-06-23 19:53:09.126,246,,,,,,,,,2026-06-23 19:53:08.865,9.64,1,,,,,,,
1.0.0,2026-06-23 19:53:09.310,247,49.18,0,1,0.0581,14.33,0.66,0.32,0,,,,,4.3,57,7,2040,2317.971456,38.358
1.0.0,2026-06-23 19:53:11.697,247,,,,,,,,,2026-06-23 19:53:11.443,2.53,1,,,,,,,
1.0.0,2026-06-23 19:53:13.457,248,47.59,0,1,0.1227,15.36,0.76,0.39,1,,,,,4.7,57,13,2040,2317.971456,41.714
1.0.0,2026-06-23 19:53:14.778,248,,,,,,,,,2026-06-23 19:53:14.524,3.71,1,,,,,,,
1.0.0,2026-06-23 19:53:14.842,249,49.19,0,1,0.1213,13.52,0.62,0.39,0,,,,,4.1,57,13,2040,2317.971456,40.615
1.0.0,2026-06-23 19:53:17.240,249,,,,,,,,,2026-06-23 19:53:16.975,14.55,1,,,,,,,
1.0.0,2026-06-23 19:53:17.879,250,49.18,0,1,0.1337,12.98,0.65,0.31,1,,,,,5.8,57,9,2040,2317.971456,39.863
1.0.0,2026-06-23 19:53:19.199,250,,,,,,,,,2026-06-23 19:53:18.946,3.01,1,,,,,,,
1.0.0,2026-06-23 19:53:19.525,251,49.0,0,1,0.114,14.25,0.68,0.32,0,,,,,5.4,57,12,2040,2317.971456,40.837
1.0.0,2026-06-23 19:53:21.913,251,,,,,,,,,2026-06-23 19:53:21.658,5.15,1,,,,,,,
1.0.0,2026-06-23 19:53:22.113,252,49.42,0,1,0.064,13.12,0.74,0.31,1,,,,,6.5,57,6,2040,2317.971456,38.924
1.0.0,2026-06-23 19:53:23.439,252,,,,,,,,,2026-06-23 19:53:23.180,8.0,1,,,,,,,
1.0.0,2026-06-23 19:53:26.114,253,49.09,0,1,0.1143,14.74,0.72,0.32,1,,,,,6.0,57,4,2040,2317.971456,36.703
1.0.0,2026-06-23 19:53:27.433,253,,,,,,,,,2026-06-23 19:53:27.180,2.0,1,,,,,,,
1.0.0,2026-06-23 19:53:27.657,254,48.98,0,1,0.1214,14.18,0.7,0.37,0,,,,,4.9,57,10,2040,2317.971456,39.718
1.0.0,2026-06-23 19:53:30.043,254,,,,,,,,,2026-06-23 19:53:29.790,1.75,1,,,,,,,
1.0.0,2026-06-23 19:53:30.623,255,49.34,0,1,0.1483,15.16,0.7,0.36,1,,,,,5.2,57,8,2040,2317.971456,40.786
1.0.0,2026-06-23 19:53:31.946,255,,,,,,,,,2026-06-23 19:53:31.689,5.74,1,,,,,,,
1.0.0,2026-06-23 19:53:32.228,256,49.14,0,1,0.1156,14.01,0.7,0.39,0,,,,,6.3,57,2,2040,2317.971456,39.656
1.0.0,2026-06-23 19:53:34.619,256,,,,,,,,,2026-06-23 19:53:34.361,7.27,1,,,,,,,
1.0.0,2026-06-23 19:53:35.121,257,49.21,0,1,0.0663,13.6,0.69,0.31,0,,,,,5.2,57,10,2040,2317.971456,40.306
1.0.0,2026-06-23 19:53:37.521,257,,,,,,,,,2026-06-23 19:53:37.270,0.76,1,,,,,,,
1.0.0,2026-06-23 19:53:39.135,258,48.74,0,1,0.1136,14.01,0.61,0.33,1,,,,,4.6,57,10,2040,2317.971456,37.755
1.0.0,2026-06-23 19:53:40.463,258,,,,,,,,,2026-06-23 19:53:40.201,11.6,1,,,,,,,
1.0.0,2026-06-23 19:53:40.608,259,49.11,0,1,0.1229,13.48,0.72,0.32,1,,,,,4.2,57,10,2040,2317.971456,41.716
1.0.0,2026-06-23 19:53:41.931,259,,,,,,,,,2026-06-23 19:53:41.675,5.23,1,,,,,,,
1.0.0,2026-06-23 19:53:43.504,260,49.22,0,1,0.1322,14.26,0.63,0.36,1,,,,,5.6,57,12,2040,2317.971456,42.447
1.0.0,2026-06-23 19:53:44.826,260,,,,,,,,,2026-06-23 19:53:44.571,3.93,1,,,,,,,
1.0.0,2026-06-23 19:53:45.077,261,48.2,0,1,0.1156,14.13,0.63,0.32,0,,,,,4.5,57,0,2040,2317.971456,38.763
1.0.0,2026-06-23 19:53:47.476,261,,,,,,,,,2026-06-23 19:53:47.211,14.56,1,,,,,,,
1.0.0,2026-06-23 19:53:47.676,262,49.15,0,1,0.0525,13.73,0.79,0.31,0,,,,,4.5,57,11,2040,2317.971456,41.664
1.0.0,2026-06-23 19:53:50.065,262,,,,,,,,,2026-06-23 19:53:49.809,4.86,1,,,,,,,
1.0.0,2026-06-23 19:53:52.093,263,48.9,0,1,0.1229,15.71,0.74,0.4,1,,,,,4.3,57,11,2040,2317.971456,39.272
1.0.0,2026-06-23 19:53:53.276,264,48.89,0,1,0.1218,13.8,0.62,0.31,0,,,,,5.4,57,1,2040,2317.971456,43.096
1.0.0,2026-06-23 19:53:53.419,263,,,,,,,,,2026-06-23 19:53:53.160,8.62,1,,,,,,,
1.0.0,2026-06-23 19:53:55.663,264,,,,,,,,,2026-06-23 19:53:55.409,2.82,1,,,,,,,
1.0.0,2026-06-23 19:53:56.242,265,49.07,0,1,0.1282,14.4,0.67,0.34,1,,,,,5.6,57,10,2040,2317.971456,36.798
1.0.0,2026-06-23 19:53:57.563,265,,,,,,,,,2026-06-23 19:53:57.309,3.53,1,,,,,,,
1.0.0,2026-06-23 19:53:57.914,266,49.16,0,1,0.1153,15.13,0.66,0.32,0,,,,,4.3,57,13,2040,2317.971456,38.666
1.0.0,2026-06-23 19:54:00.313,266,,,,,,,,,2026-06-23 19:54:00.047,14.18,1,,,,,,,
1.0.0,2026-06-23 19:54:00.468,267,49.71,0,1,0.0652,14.02,0.71,0.34,0,,,,,5.7,57,12,2040,2317.971456,42.796
1.0.0,2026-06-23 19:54:02.860,267,,,,,,,,,2026-06-23 19:54:02.601,8.11,1,,,,,,,
1.0.0,2026-06-23 19:54:04.679,268,48.79,0,1,0.1227,14.39,0.64,0.32,1,,,,,5.4,57,8,2040,2317.971456,40.99
1.0.0,2026-06-23 19:54:06.010,268,,,,,,,,,2026-06-23 19:54:05.746,13.78,1,,,,,,,
1.0.0,2026-06-23 19:54:06.222,269,49.05,0,1,0.123,14.87,0.64,0.34,0,,,,,4.7,57,13,2040,2317.971456,40.226
1.0.0,2026-06-23 19:54:08.608,269,,,,,,,,,2026-06-23 19:54:08.355,2.75,1,,,,,,,
1.0.0,2026-06-23 19:54:09.125,270,49.03,0,1,0.1291,13.28,0.74,0.3,1,,,,,4.4,57,10,2040,2317.971456,38.233
1.0.0,2026-06-23 19:54:10.451,270,,,,,,,,,2026-06-23 19:54:10.191,9.16,1,,,,,,,
1.0.0,2026-06-23 19:54:10.899,271,49.25,0,1,0.1092,14.68,0.65,0.33,0,,,,,4.5,57,11,2040,2317.971456,39.356
1.0.0,2026-06-23 19:54:13.240,272,48.61,0,1,0.0662,14.6,0.69,0.32,0,,,,,4.5,57,9,2040,2317.971456,38.323
1.0.0,2026-06-23 19:54:13.284,271,,,,,,,,,2026-06-23 19:54:13.032,1.24,1,,,,,,,
1.0.0,2026-06-23 19:54:15.631,272,,,,,,,,,2026-06-23 19:54:15.373,7.58,1,,,,,,,
1.0.0,2026-06-23 19:54:17.500,273,49.51,0,1,0.1219,14.21,0.6,0.35,1,,,,,5.2,57,13,2040,2317.971456,42.023
1.0.0,2026-06-23 19:54:18.832,273,,,,,,,,,2026-06-23 19:54:18.566,15.22,1,,,,,,,
1.0.0,2026-06-23 19:54:19.012,274,48.3,0,1,0.1252,13.73,0.62,0.29,0,,,,,5.8,57,13,2040,2317.971456,40.457
1.0.0,2026-06-23 19:54:21.404,274,,,,,,,,,2026-06-23 19:54:21.145,8.53,1,,,,,,,
1.0.0,2026-06-23 19:54:21.811,275,49.17,0,1,0.1444,14.6,0.68,0.34,1,,,,,4.8,57,6,2040,2317.971456,39.818
1.0.0,2026-06-23 19:54:23.137,275,,,,,,,,,2026-06-23 19:54:22.877,9.07,1,,,,,,,
1.0.0,2026-06-23 19:54:23.605,276,47.79,0,1,0.1164,14.71,0.64,0.33,0,,,,,4.3,57,8,2040,2317.971456,40.858
1.0.0,2026-06-23 19:54:25.990,276,,,,,,,,,2026-06-23 19:54:25.739,0.79,1,,,,,,,
1.0.0,2026-06-23 19:54:26.117,277,49.14,0,1,0.0644,15.19,0.69,0.34,1,,,,,6.4,57,12,2040,2317.971456,40.403
1.0.0,2026-06-23 19:54:27.439,277,,,,,,,,,2026-06-23 19:54:27.184,3.72,1,,,,,,,
1.0.0,2026-06-23 19:54:30.391,278,48.96,0,1,0.1263,16.22,0.62,0.32,0,,,,,4.5,57,4,2040,2317.971456,36.448
1.0.0,2026-06-23 19:54:31.844,279,49.13,0,1,0.1228,14.59,0.66,0.32,0,,,,,5.0,57,13,2040,2317.971456,41.378
1.0.0,2026-06-23 19:54:32.782,278,,,,,,,,,2026-06-23 19:54:32.524,7.0,1,,,,,,,
1.0.0,2026-06-23 19:54:34.229,279,,,,,,,,,2026-06-23 19:54:33.977,1.4,1,,,,,,,
1.0.0,2026-06-23 19:54:34.548,280,49.17,0,1,0.1425,14.76,0.72,0.3,1,,,,,5.6,57,11,2040,2317.971456,40.793
1.0.0,2026-06-23 19:54:35.868,280,,,,,,,,,2026-06-23 19:54:35.614,3.1,1,,,,,,,
1.0.0,2026-06-23 19:54:36.644,281,49.22,0,1,0.1028,14.83,0.66,0.34,0,,,,,5.4,57,12,2040,2317.971456,42.374
1.0.0,2026-06-23 19:54:39.034,281,,,,,,,,,2026-06-23 19:54:38.778,5.21,1,,,,,,,
1.0.0,2026-06-23 19:54:39.105,282,48.69,0,1,0.074,14.95,0.7,0.34,0,,,,,8.2,57,10,2040,2317.971456,40.23
1.0.0,2026-06-23 19:54:41.491,282,,,,,,,,,2026-06-23 19:54:41.238,1.89,1,,,,,,,
1.0.0,2026-06-23 19:54:43.200,283,49.24,0,1,0.1215,14.42,0.63,0.31,1,,,,,5.4,57,10,2040,2317.971456,37.468
1.0.0,2026-06-23 19:54:44.524,283,,,,,,,,,2026-06-23 19:54:44.267,6.96,1,,,,,,,
1.0.0,2026-06-23 19:54:44.609,284,48.71,0,1,0.1236,14.59,0.68,0.31,0,,,,,4.2,57,11,2040,2317.971456,40.853
1.0.0,2026-06-23 19:54:46.994,284,,,,,,,,,2026-06-23 19:54:46.743,0.77,1,,,,,,,
1.0.0,2026-06-23 19:54:47.471,285,48.93,0,1,0.1287,13.38,0.68,0.3,1,,,,,5.2,57,1,2040,2317.971456,36.12
1.0.0,2026-06-23 19:54:48.788,285,,,,,,,,,2026-06-23 19:54:48.537,0.54,1,,,,,,,
1.0.0,2026-06-23 19:54:49.354,286,48.96,0,1,0.1072,15.16,0.76,0.32,0,,,,,3.8,57,4,2040,2317.971456,38.065
1.0.0,2026-06-23 19:54:51.739,286,,,,,,,,,2026-06-23 19:54:51.488,0.59,1,,,,,,,
1.0.0,2026-06-23 19:54:51.739,287,49.18,0,1,0.0772,14.55,0.75,0.34,1,,,,,4.8,57,7,2040,2317.971456,42.21
1.0.0,2026-06-23 19:54:53.070,287,,,,,,,,,2026-06-23 19:54:52.819,0.29,1,,,,,,,
1.0.0,2026-06-23 19:54:55.866,288,48.98,0,1,0.1256,14.64,0.63,0.31,1,,,,,4.5,57,13,2040,2317.971456,39.571
1.0.0,2026-06-23 19:54:57.193,288,,,,,,,,,2026-06-23 19:54:56.932,9.89,1,,,,,,,
1.0.0,2026-06-23 19:54:57.329,289,48.97,0,1,0.1213,14.09,0.72,0.34,1,,,,,5.5,57,1,2040,2317.971456,40.646
1.0.0,2026-06-23 19:54:58.652,289,,,,,,,,,2026-06-23 19:54:58.396,5.55,1,,,,,,,
1.0.0,2026-06-23 19:55:00.282,290,49.24,0,1,0.1318,14.34,0.69,0.36,1,,,,,4.5,57,4,2040,2317.971456,36.66
1.0.0,2026-06-23 19:55:01.602,290,,,,,,,,,2026-06-23 19:55:01.348,2.93,1,,,,,,,
1.0.0,2026-06-23 19:55:02.164,291,48.9,0,1,0.0956,14.83,0.65,0.33,0,,,,,4.0,57,10,2040,2317.971456,37.905
1.0.0,2026-06-23 19:55:04.557,291,,,,,,,,,2026-06-23 19:55:04.298,9.02,1,,,,,,,
1.0.0,2026-06-23 19:55:04.585,292,48.99,0,1,0.0778,14.07,0.68,0.33,1,,,,,4.5,57,7,2040,2317.971456,41.746
1.0.0,2026-06-23 19:55:05.903,292,,,,,,,,,2026-06-23 19:55:05.652,0.58,1,,,,,,,
1.0.0,2026-06-23 19:55:08.855,293,48.63,0,1,0.1261,14.9,0.6,0.32,1,,,,,4.1,57,13,2040,2317.971456,40.846
1.0.0,2026-06-23 19:55:10.182,293,,,,,,,,,2026-06-23 19:55:09.921,9.26,1,,,,,,,
1.0.0,2026-06-23 19:55:10.310,294,49.23,0,1,0.123,14.88,0.63,0.43,0,,,,,4.9,57,9,2040,2317.971456,40.824
1.0.0,2026-06-23 19:55:12.695,294,,,,,,,,,2026-06-23 19:55:12.443,1.97,1,,,,,,,
1.0.0,2026-06-23 19:55:13.136,295,49.41,0,1,0.1469,13.17,0.7,0.34,1,,,,,4.9,57,9,2040,2317.971456,38.113
1.0.0,2026-06-23 19:55:14.459,295,,,,,,,,,2026-06-23 19:55:14.203,5.77,1,,,,,,,
1.0.0,2026-06-23 19:55:14.824,296,48.84,0,1,0.1163,13.06,0.7,0.36,0,,,,,4.7,57,12,2040,2317.971456,38.792
1.0.0,2026-06-23 19:55:17.214,296,,,,,,,,,2026-06-23 19:55:16.957,6.69,1,,,,,,,
1.0.0,2026-06-23 19:55:17.581,297,48.12,0,1,0.0647,14.24,0.75,0.32,0,,,,,5.6,57,12,2040,2317.971456,43.024
1.0.0,2026-06-23 19:55:19.967,297,,,,,,,,,2026-06-23 19:55:19.714,1.51,1,,,,,,,
1.0.0,2026-06-23 19:55:21.660,298,48.56,0,1,0.1133,14.28,0.72,0.34,0,,,,,6.7,57,16,2040,2317.971456,41.86
1.0.0,2026-06-23 19:55:23.028,299,49.11,0,1,0.121,12.88,0.76,0.31,0,,,,,4.8,57,10,2040,2317.971456,41.599
1.0.0,2026-06-23 19:55:24.048,298,,,,,,,,,2026-06-23 19:55:23.793,4.59,1,,,,,,,
1.0.0,2026-06-23 19:55:25.425,299,,,,,,,,,2026-06-23 19:55:25.162,12.53,1,,,,,,,
1.0.0,2026-06-23 19:55:25.928,300,49.17,0,1,0.1425,14.15,0.68,0.32,1,,,,,4.9,57,10,2040,2317.971456,38.525
1.0.0,2026-06-23 19:55:27.250,300,,,,,,,,,2026-06-23 19:55:26.994,5.27,1,,,,,,,
1.0.0,2026-06-23 19:55:27.676,301,48.48,0,1,0.1083,14.7,0.73,0.36,0,,,,,6.1,57,11,2040,2317.971456,40.178
1.0.0,2026-06-23 19:55:30.075,301,,,,,,,,,2026-06-23 19:55:29.809,15.18,1,,,,,,,
1.0.0,2026-06-23 19:55:30.197,302,48.95,0,1,0.063,13.31,0.74,0.32,0,,,,,5.2,57,11,2040,2317.971456,39.305
1.0.0,2026-06-23 19:55:32.581,302,,,,,,,,,2026-06-23 19:55:32.330,0.76,1,,,,,,,
1.0.0,2026-06-23 19:55:34.452,303,49.05,0,1,0.1206,14.07,0.62,0.32,1,,,,,5.3,57,1,2040,2317.971456,36.383
1.0.0,2026-06-23 19:55:35.771,303,,,,,,,,,2026-06-23 19:55:35.519,0.7,1,,,,,,,
1.0.0,2026-06-23 19:55:35.937,304,49.35,0,1,0.1215,20.16,0.66,0.37,0,,,,,5.5,57,11,2040,2317.971456,41.24
1.0.0,2026-06-23 19:55:38.334,304,,,,,,,,,2026-06-23 19:55:38.070,13.9,1,,,,,,,
