schema_version,timestamp,cycle_id,capture_latency[ms],frame_dropped[n],hsv_flag,hsv_mask_ratio,infer_latency[ms],preproc[ms],postproc[ms],eject_flag,planned_eject_ts,eject_delay[ms],outcome_flag,cpu_temp,cpu_util[%],gpu_temp,gpu_util[%],gpu_clock[mhz],gpu_mem_used[mb],gpu_power[w]
1.0.0,2026-06-23 19:46:50.652,98,,,,,,,,,2026-06-23 19:46:50.391,9.99,1,,,,,,,
1.0.0,2026-06-23 19:46:52.902,99,,,,,,,,,2026-06-23 19:46:52.646,4.69,1,,,,,,,
1.0.0,2026-06-23 19:46:53.369,100,49.48,0,1,0.1382,13.57,0.6,0.33,1,,,,,4.7,56,0,2040,2317.971456,36.395
1.0.0,2026-06-23 19:46:54.690,100,,,,,,,,,2026-06-23 19:46:54.436,3.07,1,,,,,,,
1.0.0,2026-06-23 19:46:55.085,101,49.25,0,1,0.1164,15.32,0.61,0.31,0,,,,,5.2,56,8,2040,2317.971456,38.032
1.0.0,2026-06-23 19:46:57.470,101,,,,,,,,,2026-06-23 19:46:57.218,1.36,1,,,,,,,
1.0.0,2026-06-23 19:46:57.902,102,49.05,0,1,0.0758,15.31,0.75,0.33,0,,,,,4.8,57,10,2040,2317.971456,40.702
1.0.0,2026-06-23 19:47:00.300,102,,,,,,,,,2026-06-23 19:47:00.036,13.86,1,,,,,,,
1.0.0,2026-06-23 19:47:01.804,103,49.13,0,1,0.1217,13.89,0.62,0.31,1,,,,,5.4,57,12,2040,2317.971456,39.386
1.0.0,2026-06-23 19:47:03.122,103,,,,,,,,,2026-06-23 19:47:02.871,0.76,1,,,,,,,
1.0.0,2026-06-23 19:47:03.372,104,48.77,0,1,0.122,15.16,0.7,0.33,0,,,,,4.2,57,1,2040,2317.971456,40.729
1.0.0,2026-06-23 19:47:05.760,104,,,,,,,,,2026-06-23 19:47:05.505,4.67,1,,,,,,,
1.0.0,2026-06-23 19:47:06.272,105,49.1,0,1,0.1404,15.73,0.67,0.31,1,,,,,6.3,56,6,2040,2317.971456,36.773
1.0.0,2026-06-23 19:47:07.596,105,,,,,,,,,2026-06-23 19:47:07.339,6.74,1,,,,,,,
1.0.0,2026-06-23 19:47:08.132,106,49.31,0,1,0.1001,15.19,0.64,0.32,0,,,,,4.8,57,12,2040,2317.971456,39.067
1.0.0,2026-06-23 19:47:10.493,107,49.0,0,1,0.0832,13.71,0.68,0.34,0,,,,,4.3,57,1,2040,2317.971456,37.682
1.0.0,2026-06-23 19:47:10.521,106,,,,,,,,,2026-06-23 19:47:10.265,4.82,1,,,,,,,
1.0.0,2026-06-23 19:47:12.877,107,,,,,,,,,2026-06-23 19:47:12.626,0.47,1,,,,,,,
1.0.0,2026-06-23 19:47:14.626,108,49.08,0,1,0.1217,13.92,0.69,0.31,1,,,,,4.1,56,0,2040,2317.971456,36.278
1.0.0,2026-06-23 19:47:15.945,108,,,,,,,,,2026-06-23 19:47:15.693,1.95,1,,,,,,,
1.0.0,2026-06-23 19:47:16.146,109,48.98,0,1,0.1228,14.72,0.73,0.32,0,,,,,5.2,57,7,2040,2317.971456,39.713
1.0.0,2026-06-23 19:47:18.536,109,,,,,,,,,2026-06-23 19:47:18.279,5.66,1,,,,,,,
1.0.0,2026-06-23 19:47:18.880,110,48.34,0,1,0.1421,15.6,0.71,0.35,1,,,,,5.5,57,7,2040,2317.971456,38.051
1.0.0,2026-06-23 19:47:20.199,110,,,,,,,,,2026-06-23 19:47:19.947,0.95,1,,,,,,,
1.0.0,2026-06-23 19:47:20.825,111,48.69,0,1,0.1084,14.01,0.66,0.32,0,,,,,4.6,57,13,2040,2317.971456,39.299
1.0.0,2026-06-23 19:47:23.170,112,49.07,0,1,0.0709,15.64,0.76,0.34,0,,,,,10.9,56,2,2040,2317.971456,37.362
1.0.0,2026-06-23 19:47:23.210,111,,,,,,,,,2026-06-23 19:47:22.958,1.35,1,,,,,,,
1.0.0,2026-06-23 19:47:25.569,112,,,,,,,,,2026-06-23 19:47:25.303,15.25,1,,,,,,,
1.0.0,2026-06-23 19:47:27.496,113,48.85,0,1,0.1066,14.91,0.73,0.3,1,,,,,5.8,57,1,2040,2317.971456,36.336
1.0.0,2026-06-23 19:47:28.825,113,,,,,,,,,2026-06-23 19:47:28.563,11.31,1,,,,,,,
1.0.0,2026-06-23 19:47:28.982,114,49.34,0,1,0.1212,14.58,0.65,0.34,0,,,,,7.8,57,8,2040,2317.971456,41.115
1.0.0,2026-06-23 19:47:31.370,114,,,,,,,,,2026-06-23 19:47:31.115,3.99,1,,,,,,,
1.0.0,2026-06-23 19:47:31.702,115,48.99,0,1,0.1408,14.34,0.75,0.31,1,,,,,6.9,57,1,2040,2317.971456,36.156
1.0.0,2026-06-23 19:47:33.027,115,,,,,,,,,2026-06-23 19:47:32.769,7.39,1,,,,,,,
1.0.0,2026-06-23 19:47:33.720,116,48.94,0,1,0.1093,14.97,0.66,0.35,0,,,,,7.4,57,0,2040,2317.971456,40.04
1.0.0,2026-06-23 19:47:36.110,116,,,,,,,,,2026-06-23 19:47:35.858,0.75,1,,,,,,,
1.0.0,2026-06-23 19:47:36.110,117,48.23,0,1,0.0816,16.3,0.74,0.38,1,,,,,6.3,57,8,2040,2317.971456,38.486
1.0.0,2026-06-23 19:47:37.436,117,,,,,,,,,2026-06-23 19:47:37.185,0.87,1,,,,,,,
1.0.0,2026-06-23 19:47:40.271,118,49.4,0,1,0.1132,13.96,0.66,0.31,1,,,,,5.9,57,0,2040,2317.971456,36.485
1.0.0,2026-06-23 19:47:41.589,118,,,,,,,,,2026-06-23 19:47:41.338,0.79,1,,,,,,,
1.0.0,2026-06-23 19:47:41.753,119,48.99,0,1,0.1254,14.49,0.77,0.32,0,,,,,7.4,58,7,2040,2317.971456,40.28
1.0.0,2026-06-23 19:47:44.138,119,,,,,,,,,2026-06-23 19:47:43.886,1.17,1,,,,,,,
1.0.0,2026-06-23 19:47:44.677,120,48.84,0,1,0.1233,15.49,0.7,0.33,1,,,,,8.0,57,1,2040,2317.971456,36.136
1.0.0,2026-06-23 19:47:46.003,120,,,,,,,,,2026-06-23 19:47:45.744,7.99,1,,,,,,,
1.0.0,2026-06-23 19:47:46.529,121,49.28,0,1,0.1001,14.53,0.64,0.34,0,,,,,6.8,57,0,2040,2317.971456,39.843
1.0.0,2026-06-23 19:47:48.916,121,,,,,,,,,2026-06-23 19:47:48.663,2.81,1,,,,,,,
1.0.0,2026-06-23 19:47:48.925,122,49.18,0,1,0.0814,13.49,0.79,0.32,0,,,,,6.9,58,11,2040,2317.971456,43.025
1.0.0,2026-06-23 19:47:51.322,122,,,,,,,,,2026-06-23 19:47:51.059,13.22,1,,,,,,,
1.0.0,2026-06-23 19:47:53.143,123,49.16,0,1,0.1141,15.96,0.79,0.3,1,,,,,6.9,58,7,2040,2317.971456,40.786
1.0.0,2026-06-23 19:47:54.462,123,,,,,,,,,2026-06-23 19:47:54.209,1.56,1,,,,,,,
1.0.0,2026-06-23 19:47:54.796,124,49.13,0,1,0.1234,14.56,0.76,0.3,0,,,,,8.1,57,12,2040,2317.971456,40.899
1.0.0,2026-06-23 19:47:57.182,124,,,,,,,,,2026-06-23 19:47:56.929,2.57,1,,,,,,,
1.0.0,2026-06-23 19:47:57.436,125,48.82,0,1,0.1443,15.13,0.8,0.33,1,,,,,6.7,58,14,2040,2317.971456,39.06
1.0.0,2026-06-23 19:47:58.761,125,,,,,,,,,2026-06-23 19:47:58.502,8.07,1,,,,,,,
1.0.0,2026-06-23 19:47:59.449,126,48.67,1,1,0.0904,15.3,0.67,0.34,0,,,,,6.2,58,10,2040,2317.971456,39.425
1.0.0,2026-06-23 19:48:01.760,127,49.0,0,1,0.0821,15.21,0.72,0.34,0,,,,,9.6,58,10,2040,2317.971456,38.357
1.0.0,2026-06-23 19:48:01.836,126,,,,,,,,,2026-06-23 19:48:01.582,3.06,1,,,,,,,
1.0.0,2026-06-23 19:48:04.153,127,,,,,,,,,2026-06-23 19:48:03.893,8.86,1,,,,,,,
1.0.0,2026-06-23 19:48:06.030,128,49.07,0,1,0.1135,16.81,0.74,0.36,1,,,,,8.3,58,7,2040,2317.971456,42.689
1.0.0,2026-06-23 19:48:07.349,128,,,,,,,,,2026-06-23 19:48:07.097,1.65,1,,,,,,,
1.0.0,2026-06-23 19:48:07.462,129,49.18,0,1,0.1235,14.32,0.84,0.32,0,,,,,7.6,58,11,2040,2317.971456,40.934
1.0.0,2026-06-23 19:48:09.858,129,,,,,,,,,2026-06-23 19:48:09.596,12.01,1,,,,,,,
1.0.0,2026-06-23 19:48:09.956,130,48.16,0,1,0.1612,20.34,0.85,0.36,1,,,,,8.1,58,4,2040,2317.971456,39.121
1.0.0,2026-06-23 19:48:11.274,130,,,,,,,,,2026-06-23 19:48:11.022,1.0,1,,,,,,,
1.0.0,2026-06-23 19:48:11.985,131,48.56,0,1,0.1015,14.68,0.79,0.32,0,,,,,9.3,58,7,2040,2317.971456,40.857
1.0.0,2026-06-23 19:48:14.379,131,,,,,,,,,2026-06-23 19:48:14.118,10.45,1,,,,,,,
1.0.0,2026-06-23 19:48:14.607,132,49.2,0,1,0.0613,15.14,0.72,0.3,0,,,,,7.2,58,12,2040,2317.971456,39.547
1.0.0,2026-06-23 19:48:16.998,132,,,,,,,,,2026-06-23 19:48:16.740,6.77,1,,,,,,,
1.0.0,2026-06-23 19:48:18.826,133,48.53,0,1,0.1131,14.79,0.7,0.29,1,,,,,7.3,58,7,2040,2317.971456,36.894
1.0.0,2026-06-23 19:48:20.145,133,,,,,,,,,2026-06-23 19:48:19.893,2.03,1,,,,,,,
1.0.0,2026-06-23 19:48:20.219,134,49.06,0,1,0.1197,14.85,0.67,0.3,0,,,,,6.1,58,10,2040,2317.971456,41.665
1.0.0,2026-06-23 19:48:22.607,134,,,,,,,,,2026-06-23 19:48:22.353,3.39,1,,,,,,,
1.0.0,2026-06-23 19:48:23.129,135,49.2,0,1,0.1369,14.63,0.66,0.35,1,,,,,4.6,58,11,2040,2317.971456,41.428
1.0.0,2026-06-23 19:48:24.447,135,,,,,,,,,2026-06-23 19:48:24.196,0.85,1,,,,,,,
1.0.0,2026-06-23 19:48:25.024,136,49.09,0,1,0.109,15.61,0.64,0.33,0,,,,,5.5,58,8,2040,2317.971456,41.889
1.0.0,2026-06-23 19:48:27.383,137,49.05,0,1,0.0779,14.6,0.69,0.33,0,,,,,4.3,58,10,2040,2317.971456,40.155
1.0.0,2026-06-23 19:48:27.409,136,,,,,,,,,2026-06-23 19:48:27.157,1.14,1,,,,,,,
1.0.0,2026-06-23 19:48:29.777,137,,,,,,,,,2026-06-23 19:48:29.516,10.12,1,,,,,,,
1.0.0,2026-06-23 19:48:31.446,138,49.18,0,1,0.1141,15.47,0.63,0.37,1,,,,,4.7,58,11,2040,2317.971456,38.125
1.0.0,2026-06-23 19:48:32.772,138,,,,,,,,,2026-06-23 19:48:32.513,8.96,1,,,,,,,
1.0.0,2026-06-23 19:48:33.018,139,48.12,0,1,0.1197,15.21,0.63,0.36,0,,,,,4.8,58,12,2040,2317.971456,41.399
1.0.0,2026-06-23 19:48:35.410,139,,,,,,,,,2026-06-23 19:48:35.151,8.57,1,,,,,,,
1.0.0,2026-06-23 19:48:36.025,140,49.65,0,1,0.1318,15.36,0.62,0.36,1,,,,,5.0,58,8,2040,2317.971456,42.544
1.0.0,2026-06-23 19:48:37.358,140,,,,,,,,,2026-06-23 19:48:37.092,15.45,1,,,,,,,
1.0.0,2026-06-23 19:48:37.740,141,48.76,0,1,0.0968,16.1,0.58,0.31,0,,,,,5.3,57,1,2040,2317.971456,38.743
1.0.0,2026-06-23 19:48:40.138,141,,,,,,,,,2026-06-23 19:48:39.873,14.11,1,,,,,,,
1.0.0,2026-06-23 19:48:40.141,142,49.24,0,1,0.0813,13.97,0.69,0.32,0,,,,,5.0,58,14,2040,2317.971456,41.378
1.0.0,2026-06-23 19:48:42.528,142,,,,,,,,,2026-06-23 19:48:42.274,3.27,1,,,,,,,
1.0.0,2026-06-23 19:48:44.347,143,48.97,0,1,0.1195,15.69,0.68,0.37,1,,,,,4.4,58,13,2040,2317.971456,39.325
1.0.0,2026-06-23 19:48:45.674,143,,,,,,,,,2026-06-23 19:48:45.413,10.07,1,,,,,,,
1.0.0,2026-06-23 19:48:45.832,144,49.12,0,1,0.1228,15.02,0.66,0.34,0,,,,,4.7,57,1,2040,2317.971456,41.279
1.0.0,2026-06-23 19:48:48.220,144,,,,,,,,,2026-06-23 19:48:47.965,4.3,1,,,,,,,
1.0.0,2026-06-23 19:48:48.570,145,48.89,0,1,0.1464,15.01,0.65,0.37,1,,,,,5.2,57,9,2040,2317.971456,36.928
1.0.0,2026-06-23 19:48:49.889,145,,,,,,,,,2026-06-23 19:48:49.637,1.26,1,,,,,,,
1.0.0,2026-06-23 19:48:50.606,146,49.22,0,1,0.1024,14.46,0.66,0.3,0,,,,,4.6,58,7,2040,2317.971456,37.632
1.0.0,2026-06-23 19:48:52.992,146,,,,,,,,,2026-06-23 19:48:52.740,1.34,1,,,,,,,
1.0.0,2026-06-23 19:48:53.029,147,49.01,0,1,0.0655,15.71,0.65,0.33,0,,,,,5.2,58,13,2040,2317.971456,42.478
1.0.0,2026-06-23 19:48:55.418,147,,,,,,,,,2026-06-23 19:48:55.162,5.16,1,,,,,,,
1.0.0,2026-06-23 19:48:57.271,148,49.08,0,1,0.1235,14.59,0.74,0.32,1,,,,,4.5,58,8,2040,2317.971456,40.342
1.0.0,2026-06-23 19:48:58.594,148,,,,,,,,,2026-06-23 19:48:58.338,5.07,1,,,,,,,
1.0.0,2026-06-23 19:48:58.603,149,49.26,0,1,0.123,14.45,0.63,0.32,0,,,,,3.4,58,7,2040,2317.971456,40.686
1.0.0,2026-06-23 19:49:01.002,149,,,,,,,,,2026-06-23 19:49:00.736,15.42,1,,,,,,,
1.0.0,2026-06-23 19:49:01.540,150,49.1,0,1,0.1321,14.83,0.68,0.32,1,,,,,5.5,57,13,2040,2317.971456,38.068
1.0.0,2026-06-23 19:49:02.864,150,,,,,,,,,2026-06-23 19:49:02.607,5.87,1,,,,,,,
1.0.0,2026-06-23 19:49:03.344,151,49.14,0,1,0.1078,15.77,0.68,0.34,0,,,,,5.6,58,12,2040,2317.971456,39.079
1.0.0,2026-06-23 19:49:05.729,151,,,,,,,,,2026-06-23 19:49:05.478,1.12,1,,,,,,,
1.0.0,2026-06-23 19:49:05.856,152,49.26,0,1,0.0569,14.49,0.7,0.31,0,,,,,4.2,57,1,2040,2317.971456,38.567
1.0.0,2026-06-23 19:49:08.247,152,,,,,,,,,2026-06-23 19:49:07.989,7.81,1,,,,,,,
1.0.0,2026-06-23 19:49:09.918,153,48.81,0,1,0.1135,15.0,0.74,0.39,1,,,,,4.4,58,12,2040,2317.971456,41.981
1.0.0,2026-06-23 19:49:11.250,153,,,,,,,,,2026-06-23 19:49:10.985,14.42,1,,,,,,,
1.0.0,2026-06-23 19:49:11.459,154,49.2,0,1,0.1212,13.97,0.71,0.32,0,,,,,3.7,58,10,2040,2317.971456,39.881
1.0.0,2026-06-23 19:49:13.855,154,,,,,,,,,2026-06-23 19:49:13.593,11.95,1,,,,,,,
1.0.0,2026-06-23 19:49:14.377,155,48.71,0,1,0.1312,14.82,0.78,0.39,1,,,,,4.0,57,8,2040,2317.971456,38.937
1.0.0,2026-06-23 19:49:15.702,155,,,,,,,,,2026-06-23 19:49:15.444,7.14,1,,,,,,,
1.0.0,2026-06-23 19:49:16.239,156,48.93,0,1,0.0968,14.48,0.66,0.34,0,,,,,4.7,58,8,2040,2317.971456,39.866
1.0.0,2026-06-23 19:49:18.625,156,,,,,,,,,2026-06-23 19:49:18.374,0.21,1,,,,,,,
1.0.0,2026-06-23 19:49:18.753,157,48.95,0,1,0.0649,13.76,0.8,0.34,0,,,,,4.8,57,10,2040,2317.971456,38.897
1.0.0,2026-06-23 19:49:21.153,157,,,,,,,,,2026-06-23 19:49:20.887,15.82,1,,,,,,,
1.0.0,2026-06-23 19:49:22.875,158,49.22,0,1,0.1132,13.66,0.69,0.32,1,,,,,7.1,57,1,2040,2317.971456,36.936
1.0.0,2026-06-23 19:49:24.201,158,,,,,,,,,2026-06-23 19:49:23.941,9.53,1,,,,,,,
1.0.0,2026-06-23 19:49:24.299,159,49.05,0,1,0.1232,13.96,0.73,0.32,0,,,,,6.8,58,12,2040,2317.971456,41.802
1.0.0,2026-06-23 19:49:26.687,159,,,,,,,,,2026-06-23 19:49:26.432,3.79,1,,,,,,,
1.0.0,2026-06-23 19:49:27.115,160,49.29,0,1,0.129,14.38,0.77,0.33,1,,,,,5.0,58,12,2040,2317.971456,40.35
1.0.0,2026-06-23 19:49:28.445,160,,,,,,,,,2026-06-23 19:49:28.182,12.37,1,,,,,,,
1.0.0,2026-06-23 19:49:29.029,161,49.38,0,1,0.1003,14.17,0.75,0.31,0,,,,,4.8,58,8,2040,2317.971456,41.268
1.0.0,2026-06-23 19:49:31.416,161,,,,,,,,,2026-06-23 19:49:31.162,3.88,1,,,,,,,
1.0.0,2026-06-23 19:49:31.436,162,49.1,0,1,0.0713,15.11,0.67,0.34,0,,,,,4.8,58,11,2040,2317.971456,40.475
1.0.0,2026-06-23 19:49:33.823,162,,,,,,,,,2026-06-23 19:49:33.569,3.4,1,,,,,,,
1.0.0,2026-06-23 19:49:35.752,163,48.68,0,1,0.114,12.95,0.64,0.33,1,,,,,4.9,57,1,2040,2317.971456,36.713
1.0.0,2026-06-23 19:49:37.078,163,,,,,,,,,2026-06-23 19:49:36.819,8.01,1,,,,,,,
1.0.0,2026-06-23 19:49:37.104,164,49.16,0,1,0.1211,14.19,0.72,0.36,0,,,,,4.6,58,12,2040,2317.971456,42.386
1.0.0,2026-06-23 19:49:39.497,164,,,,,,,,,2026-06-23 19:49:39.238,8.41,1,,,,,,,
1.0.0,2026-06-23 19:49:39.728,165,49.18,0,1,0.1459,13.55,0.64,0.32,1,,,,,5.1,57,1,2040,2317.971456,36.438
1.0.0,2026-06-23 19:49:41.047,165,,,,,,,,,2026-06-23 19:49:40.794,1.46,1,,,,,,,
1.0.0,2026-06-23 19:49:41.861,166,49.22,0,1,0.0916,13.76,0.67,0.29,0,,,,,4.9,57,1,2040,2317.971456,37.6
1.0.0,2026-06-23 19:49:44.251,166,,,,,,,,,2026-06-23 19:49:43.994,6.29,1,,,,,,,
1.0.0,2026-06-23 19:49:44.280,167,49.02,0,1,0.0685,14.2,0.66,0.33,0,,,,,4.9,58,13,2040,2317.971456,41.443
1.0.0,2026-06-23 19:49:46.668,167,,,,,,,,,2026-06-23 19:49:46.413,4.69,1,,,,,,,
1.0.0,2026-06-23 19:49:48.489,168,49.17,0,1,0.1143,15.06,0.64,0.33,0,,,,,4.9,58,13,2040,2317.971456,38.887
1.0.0,2026-06-23 19:49:49.930,169,48.55,0,1,0.1217,14.08,0.72,0.33,0,,,,,4.9,57,1,2040,2317.971456,42.824
1.0.0,2026-06-23 19:49:50.887,168,,,,,,,,,2026-06-23 19:49:50.623,12.95,1,,,,,,,
1.0.0,2026-06-23 19:49:52.316,169,,,,,,,,,2026-06-23 19:49:52.063,2.22,1,,,,,,,
1.0.0,2026-06-23 19:49:52.865,170,49.24,0,1,0.1379,14.2,0.69,0.31,1,,,,,4.5,57,0,2040,2317.971456,36.581
1.0.0,2026-06-23 19:49:54.188,170,,,,,,,,,2026-06-23 19:49:53.937,0.51,1,,,,,,,
1.0.0,2026-06-23 19:49:54.577,171,48.96,1,1,0.1152,14.23,0.64,0.35,0,,,,,4.4,57,13,2040,2317.971456,39.185
1.0.0,2026-06-23 19:49:56.962,171,,,,,,,,,2026-06-23 19:49:56.710,0.99,1,,,,,,,
1.0.0,2026-06-23 19:49:57.015,172,49.21,0,1,0.0537,15.38,0.78,0.37,0,,,,,3.7,57,7,2040,2317.971456,39.653
1.0.0,2026-06-23 19:49:59.400,172,,,,,,,,,2026-06-23 19:49:59.148,1.1,1,,,,,,,
1.0.0,2026-06-23 19:50:01.117,173,48.89,0,1,0.1225,14.74,0.66,0.32,1,,,,,5.5,58,12,2040,2317.971456,40.16
1.0.0,2026-06-23 19:50:02.442,173,,,,,,,,,2026-06-23 19:50:02.183,8.22,1,,,,,,,
1.0.0,2026-06-23 19:50:02.702,174,49.32,0,1,0.1242,14.46,0.62,0.35,0,,,,,3.5,57,1,2040,2317.971456,39.958
1.0.0,2026-06-23 19:50:05.092,174,,,,,,,,,2026-06-23 19:50:04.835,6.06,1,,,,,,,
1.0.0,2026-06-23 19:50:05.656,175,49.13,0,1,0.1399,14.27,0.72,0.37,1,,,,,4.8,57,9,2040,2317.971456,37.794
1.0.0,2026-06-23 19:50:06.983,175,,,,,,,,,2026-06-23 19:50:06.723,10.12,1,,,,,,,
1.0.0,2026-06-23 19:50:07.507,176,49.25,0,1,0.1003,13.91,0.68,0.31,0,,,,,5.1,57,14,2040,2317.971456,38.528
1.0.0,2026-06-23 19:50:09.891,176,,,,,,,,,2026-06-23 19:50:09.640,0.42,1,,,,,,,
1.0.0,2026-06-23 19:50:09.898,177,49.16,0,1,0.0698,15.08,0.81,0.33,0,,,,,4.5,57,1,2040,2317.971456,38.522
1.0.0,2026-06-23 19:50:12.285,177,,,,,,,,,2026-06-23 19:50:12.031,3.77,1,,,,,,,
1.0.0,2026-06-23 19:50:14.164,178,48.71,0,1,0.1209,14.84,0.64,0.33,1,,,,,4.8,57,11,2040,2317.971456,41.379
1.0.0,2026-06-23 19:50:15.484,178,,,,,,,,,2026-06-23 19:50:15.230,3.13,1,,,,,,,
1.0.0,2026-06-23 19:50:15.564,179,48.72,0,1,0.1215,13.79,0.65,0.32,0,,,,,4.8,57,12,2040,2317.971456,41.224
1.0.0,2026-06-23 19:50:17.951,179,,,,,,,,,2026-06-23 19:50:17.697,3.05,1,,,,,,,
1.0.0,2026-06-23 19:50:18.403,180,49.01,0,1,0.1373,14.12,0.69,0.37,1,,,,,5.0,57,14,2040,2317.971456,39.272
1.0.0,2026-06-23 19:50:19.726,180,,,,,,,,,2026-06-23 19:50:19.469,6.54,1,,,,,,,
1.0.0,2026-06-23 19:50:20.365,181,48.96,0,1,0.1003,13.5,0.69,0.33,0,,,,,5.2,58,9,2040,2317.971456,39.205
1.0.0,2026-06-23 19:50:22.578,182,49.5,0,1,0.0756,14.15,0.62,0.33,0,,,,,4.2,58,9,2040,2317.971456,37.919
1.0.0,2026-06-23 19:50:22.749,181,,,,,,,,,2026-06-23 19:50:22.498,0.81,1,,,,,,,
1.0.0,2026-06-23 19:50:24.970,182,,,,,,,,,2026-06-23 19:50:24.712,7.44,1,,,,,,,
1.0.0,2026-06-23 19:50:27.134,183,49.21,0,1,0.1222,14.25,0.79,0.32,0,,,,,4.4,57,9,2040,2317.971456,42.171
1.0.0,2026-06-23 19:50:28.343,184,48.98,0,1,0.1216,14.8,0.69,0.32,0,,,,,4.1,57,11,2040,2317.971456,42.496
1.0.0,2026-06-23 19:50:29.521,183,,,,,,,,,2026-06-23 19:50:29.267,2.41,1,,,,,,,
1.0.0,2026-06-23 19:50:30.730,184,,,,,,,,,2026-06-23 19:50:30.476,3.06,1,,,,,,,
1.0.0,2026-06-23 19:50:31.364,185,49.23,0,1,0.1445,13.87,0.7,0.35,1,,,,,5.1,57,13,2040,2317.971456,40.817
1.0.0,2026-06-23 19:50:32.683,185,,,,,,,,,2026-06-23 19:50:32.430,1.88,1,,,,,,,
1.0.0,2026-06-23 19:50:33.030,186,49.23,0,1,0.1157,14.31,0.65,0.36,0,,,,,3.4,57,1,2040,2317.971456,40.86
1.0.0,2026-06-23 19:50:35.416,186,,,,,,,,,2026-06-23 19:50:35.164,0.9,1,,,,,,,
1.0.0,2026-06-23 19:50:35.546,187,49.26,0,1,0.0647,14.47,1.04,0.3,0,,,,,5.4,57,4,2040,2317.971456,39.623
1.0.0,2026-06-23 19:50:37.934,187,,,,,,,,,2026-06-23 19:50:37.680,3.14,1,,,,,,,
1.0.0,2026-06-23 19:50:39.614,188,48.26,0,1,0.1148,15.45,0.74,0.33,1,,,,,4.4,57,5,2040,2317.971456,37.106
1.0.0,2026-06-23 19:50:40.939,188,,,,,,,,,2026-06-23 19:50:40.680,7.75,1,,,,,,,
1.0.0,2026-06-23 19:50:41.104,189,49.12,0,1,0.1244,14.22,0.64,0.33,0,,,,,4.5,57,5,2040,2317.971456,40.779
1.0.0,2026-06-23 19:50:43.498,189,,,,,,,,,2026-06-23 19:50:43.237,9.72,1,,,,,,,
1.0.0,2026-06-23 19:50:44.024,190,49.12,0,1,0.1284,14.92,0.69,0.32,1,,,,,5.0,57,1,2040,2317.971456,36.139
1.0.0,2026-06-23 19:50:45.343,190,,,,,,,,,2026-06-23 19:50:45.092,0.42,1,,,,,,,
1.0.0,2026-06-23 19:50:45.575,191,49.14,0,1,0.1144,13.92,0.57,0.29,0,,,,,4.3,57,1,2040,2317.971456,38.458
1.0.0,2026-06-23 19:50:47.961,191,,,,,,,,,2026-06-23 19:50:47.708,2.52,1,,,,,,,
1.0.0,2026-06-23 19:50:48.319,192,49.11,0,1,0.0711,15.15,0.8,0.35,1,,,,,6.1,57,11,2040,2317.971456,41.689
1.0.0,2026-06-23 19:50:49.638,192,,,,,,,,,2026-06-23 19:50:49.386,0.91,1,,,,,,,
1.0.0,2026-06-23 19:50:52.459,193,48.83,0,1,0.1178,14.17,0.61,0.33,1,,,,,4.4,57,12,2040,2317.971456,39.388
1.0.0,2026-06-23 19:50:53.782,193,,,,,,,,,2026-06-23 19:50:53.525,6.26,1,,,,,,,
1.0.0,2026-06-23 19:50:53.912,194,49.05,0,1,0.1215,14.4,0.71,0.36,0,,,,,4.4,57,1,2040,2317.971456,41.643
1.0.0,2026-06-23 19:50:56.299,194,,,,,,,,,2026-06-23 19:50:56.045,3.27,1,,,,,,,
1.0.0,2026-06-23 19:50:56.978,195,49.15,0,1,0.1318,14.66,0.71,0.32,1,,,,,5.1,57,0,2040,2317.971456,36.361
1.0.0,2026-06-23 19:50:58.299,195,,,,,,,,,2026-06-23 19:50:58.045,3.16,1,,,,,,,
1.0.0,2026-06-23 19:50:58.725,196,48.84,0,1,0.1142,14.19,0.75,0.29,0,,,,,3.5,57,13,2040,2317.971456,39.319
1.0.0,2026-06-23 19:51:01.125,196,,,,,,,,,2026-06-23 19:51:00.858,15.96,1,,,,,,,
1.0.0,2026-06-23 19:51:01.274,197,49.17,0,1,0.0603,14.33,0.7,0.33,0,,,,,5.7,58,10,2040,2317.971456,41.947
1.0.0,2026-06-23 19:51:03.660,197,,,,,,,,,2026-06-23 19:51:03.407,1.5,1,,,,,,,
1.0.0,2026-06-23 19:51:05.329,198,48.91,0,1,0.1182,14.52,0.73,0.32,1,,,,,5.1,57,8,2040,2317.971456,40.066
1.0.0,2026-06-23 19:51:06.662,198,,,,,,,,,2026-06-23 19:51:06.411,0.37,1,,,,,,,
1.0.0,2026-06-23 19:51:06.767,199,48.9,0,1,0.1235,14.59,0.77,0.33,0,,,,,3.3,57,1,2040,2317.971456,40.836
1.0.0,2026-06-23 19:51:09.153,199,,,,,,,,,2026-06-23 19:51:08.901,0.72,1,,,,,,,
1.0.0,2026-06-23 19:51:09.709,200,49.09,0,1,0.1413,13.74,0.74,0.29,1,,,,,4.5,57,11,2040,2317.971456,37.639
1.0.0,2026-06-23 19:51:11.035,200,,,,,,,,,2026-06-23 19:51:10.775,8.4,1,,,,,,,
1.0.0,2026-06-23 19:51:11.532,201,49.09,0,1,0.1031,14.37,0.69,0.32,0,,,,,5.1,57,10,2040,2317.971456,38.209
1.0.0,2026-06-23 19:51:13.824,202,49.57,0,1,0.0686,14.4,0.69,0.34,0,,,,,4.5,57,1,2040,2317.971456,37.926
