schema_version,timestamp,cycle_id,capture_latency[ms],frame_dropped[n],hsv_flag,hsv_mask_ratio,infer_latency[ms],preproc[ms],postproc[ms],capture_sum[ms],capture_frames[n],hsv_sum[ms],hsv_frames[n],visible_frames[n],preproc_sum[ms],infer_sum[ms],infer_count[n],postproc_sum[ms],total_per_fruit[ms],visible_dur[s],cycle_dur[s],eject_flag,planned_eject_ts,eject_delay[ms],outcome_flag,yolo_no_det_flag,cpu_temp,cpu_util[%],gpu_temp,gpu_util[%],gpu_clock[mhz],gpu_mem_used[mb],gpu_power[w]
1.0.0,2026-08-05 03:02:27.779,335,44.91,0,1,0.201,5.8,0.6,1.45,69.95,100,631.75,100,28,7.26,69.6,12,17.43,795.99,0.156,1.25,1,,,,0,,13.6,54,4,2040,2542.157824,36.285
1.0.0,2026-08-05 03:02:27.944,333,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:02:27.776,3.74,1,,,,,,,,
1.0.0,2026-08-05 03:02:28.567,332,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:02:28.401,11.68,1,,,,,,,,
1.0.0,2026-08-05 03:02:29.080,336,49.09,0,1,0.1933,6.45,0.52,1.43,70.72,104,594.96,103,27,6.25,77.39,12,17.18,766.5,0.156,1.297,0,,,,0,,14.5,54,3,2040,2542.157824,36.819
1.0.0,2026-08-05 03:02:29.088,334,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:02:28.929,8.29,1,,,,,,,,
1.0.0,2026-08-05 03:02:30.125,337,49.31,0,1,0.1688,5.67,0.51,1.22,60.46,83,513.33,84,28,6.14,68.09,12,14.69,662.71,0.156,1.047,1,,,,0,,14.9,54,11,2040,2542.157824,36.558
1.0.0,2026-08-05 03:02:30.349,335,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:02:30.179,4.31,1,,,,,,,,
1.0.0,2026-08-05 03:02:31.329,338,49.2,0,1,0.1973,7.14,0.57,1.31,63.87,97,617.67,96,28,6.79,85.67,12,15.74,789.74,0.187,1.203,1,,,,0,,11.9,54,10,2040,2542.157824,36.78
1.0.0,2026-08-05 03:02:32.367,339,49.36,0,1,0.1893,10.72,0.59,1.37,58.05,82,563.99,83,30,7.02,128.61,12,16.39,774.06,0.187,1.031,0,,,,0,,13.5,54,11,2040,2542.157824,36.807
1.0.0,2026-08-05 03:02:32.700,337,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:02:32.525,16.0,1,,,,,,,,
1.0.0,2026-08-05 03:02:33.308,336,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:02:33.151,3.22,1,,,,,,,,
1.0.0,2026-08-05 03:02:33.725,340,49.19,0,1,0.2369,5.35,0.57,1.31,78.09,109,678.38,109,22,6.9,64.18,12,15.74,843.29,0.141,1.36,1,,,,0,,16.0,53,12,2040,2542.157824,36.039
1.0.0,2026-08-05 03:02:33.928,338,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:02:33.729,5.93,1,,,,,,,,
1.0.0,2026-08-05 03:02:35.169,341,49.38,0,1,0.2061,6.55,0.5,1.32,79.75,115,699.52,115,29,6.01,78.56,12,15.82,879.66,0.234,1.437,0,,,,0,,14.7,53,3,2040,2542.157824,36.85
1.0.0,2026-08-05 03:02:36.017,342,69.19,0,1,0.2241,5.49,0.59,1.27,47.6,68,479.25,68,22,7.14,65.88,12,15.29,615.16,0.188,0.86,1,,,,0,,13.8,53,11,2040,2542.157824,36.792
1.0.0,2026-08-05 03:02:36.297,340,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:02:36.125,12.7,1,,,,,,,,
1.0.0,2026-08-05 03:02:36.609,339,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:02:36.438,17.62,1,,,,,,,,
1.0.0,2026-08-05 03:02:37.125,343,42.88,0,1,0.1934,5.6,0.55,1.33,61.53,89,543.18,89,26,6.58,67.21,12,16.0,694.5,0.141,1.109,0,,,,0,,13.7,53,10,2040,2542.157824,36.354
1.0.0,2026-08-05 03:02:38.175,344,48.44,0,1,0.2101,5.37,0.52,1.33,56.99,84,559.52,84,26,6.22,64.43,12,15.99,703.15,0.203,1.047,1,,,,0,,13.6,53,10,2040,2542.157824,36.391
1.0.0,2026-08-05 03:02:38.584,342,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:02:38.417,8.89,1,,,,,,,,
1.0.0,2026-08-05 03:02:39.375,345,49.31,0,1,0.1236,6.05,0.49,1.34,65.18,96,469.49,96,31,5.88,72.6,12,16.14,629.29,0.203,1.203,1,,,,0,,14.3,53,10,2040,2542.157824,36.717
1.0.0,2026-08-05 03:02:39.400,341,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:02:39.240,5.27,1,,,,,,,,
1.0.0,2026-08-05 03:02:40.668,346,49.24,0,1,0.2012,6.19,3.25,1.3,69.39,103,598.88,103,28,39.03,74.24,12,15.59,797.13,0.234,1.281,1,,,,0,,14.0,53,14,2040,2542.157824,36.255
1.0.0,2026-08-05 03:02:40.733,344,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:02:40.575,3.65,1,,,,,,,,
1.0.0,2026-08-05 03:02:41.354,343,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:02:41.196,3.59,1,,,,,,,,
1.0.0,2026-08-05 03:02:41.875,347,49.07,0,1,0.1934,6.57,0.57,1.36,63.96,97,604.7,97,29,6.87,78.85,12,16.35,770.73,0.156,1.219,0,,,,0,,13.7,53,3,2040,2542.157824,36.941
1.0.0,2026-08-05 03:02:41.947,345,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:02:41.775,14.64,1,,,,,,,,
1.0.0,2026-08-05 03:02:42.925,348,49.35,0,1,0.1688,6.17,0.54,1.25,94.42,84,537.38,84,28,6.45,74.02,12,15.05,727.32,0.156,1.047,1,,,,0,,10.1,53,5,2040,2542.157824,36.142
1.0.0,2026-08-05 03:02:43.232,346,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:02:43.068,3.34,1,,,,,,,,
1.0.0,2026-08-05 03:02:44.125,349,49.16,0,1,0.1979,5.7,0.57,1.27,139.83,96,597.94,96,28,6.81,68.41,12,15.23,828.22,0.156,1.203,1,,,,0,,13.0,53,12,2040,2542.157824,36.205
1.0.0,2026-08-05 03:02:45.175,350,49.24,0,1,0.1861,6.62,0.48,1.25,56.01,84,506.6,84,27,5.7,79.41,12,14.96,662.68,0.156,1.047,0,,,,0,,13.2,53,9,2040,2542.157824,36.361
1.0.0,2026-08-05 03:02:45.524,348,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:02:45.328,37.69,1,,,,,,,,
1.0.0,2026-08-05 03:02:46.108,347,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:02:45.946,11.15,1,,,,,,,,
1.0.0,2026-08-05 03:02:46.687,349,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:02:46.525,8.23,1,,,,,,,,
1.0.0,2026-08-05 03:02:49.425,350,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:02:49.246,7.91,0,,,,,,,,
# === SESSION END   2026-08-05 03:02:49 ===
# === SESSION START 2026-08-05 03:06:20 ===
1.0.0,2026-08-05 03:06:49.672,1,49.16,0,1,0.2488,6.01,0.44,1.18,14903.49,1710,80.29,52,8,2.64,36.08,6,7.08,15029.58,0.125,24.313,1,,,,0,,11.2,53,4,2040,2536.062976,34.87
1.0.0,2026-08-05 03:06:51.042,2,49.22,0,1,0.1922,4.93,0.46,1.27,80.71,109,166.14,109,12,2.77,29.56,6,7.63,286.81,0.125,1.375,0,,,,0,,9.2,53,15,2040,2535.931904,35.577
1.0.0,2026-08-05 03:06:51.910,3,56.09,0,1,0.2252,5.27,0.55,1.12,46.22,69,148.5,69,22,6.6,63.29,12,13.39,278.0,0.156,0.859,1,,,,0,,9.2,53,15,2040,2535.931904,35.577
1.0.0,2026-08-05 03:06:52.246,1,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:06:52.072,15.33,1,,,,,,,,
1.0.0,2026-08-05 03:06:53.060,4,49.3,0,1,0.194,5.15,0.52,1.19,93.83,92,141.21,92,26,6.29,61.85,12,14.32,317.5,0.187,1.156,0,,,,0,,12.8,53,19,2040,2535.931904,35.871
1.0.0,2026-08-05 03:06:54.109,5,49.3,0,1,0.2104,4.75,0.52,1.22,61.34,84,132.45,84,24,6.21,56.95,12,14.6,271.55,0.187,1.047,1,,,,0,,12.6,53,9,2040,2535.931904,36.852
1.0.0,2026-08-05 03:06:54.478,3,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:06:54.310,9.66,1,,,,,,,,
1.0.0,2026-08-05 03:06:55.264,6,49.28,0,1,0.1246,5.31,0.64,1.2,59.09,93,118.8,93,34,7.65,63.68,12,14.35,263.57,0.157,1.157,1,,,,0,,0.0,53,3,2040,2535.931904,35.823
1.0.0,2026-08-05 03:06:55.279,2,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:06:55.113,13.37,1,,,,,,,,
1.0.0,2026-08-05 03:06:56.547,7,49.22,0,1,0.2006,9.47,0.59,1.17,70.58,102,149.47,102,27,7.06,113.64,12,14.08,354.83,0.172,1.281,1,,,,0,,11.4,53,3,2040,2535.931904,36.344
1.0.0,2026-08-05 03:06:56.672,5,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:06:56.509,4.72,1,,,,,,,,
1.0.0,2026-08-05 03:06:57.285,4,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:06:57.131,3.82,1,,,,,,,,
1.0.0,2026-08-05 03:06:57.797,8,49.13,0,1,0.1936,5.59,0.56,1.24,70.7,100,143.6,100,26,6.73,67.12,12,14.88,303.03,0.188,1.25,0,,,,0,,11.6,53,11,2040,2535.931904,36.759
1.0.0,2026-08-05 03:06:57.818,6,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:06:57.664,3.66,1,,,,,,,,
1.0.0,2026-08-05 03:06:58.859,9,49.16,0,1,0.1689,6.12,0.5,1.15,57.62,85,128.34,85,27,6.05,73.41,12,13.83,279.25,0.203,1.062,1,,,,0,,11.6,53,10,2040,2534.883328,36.576
1.0.0,2026-08-05 03:06:59.149,7,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:06:58.951,7.14,1,,,,,,,,
1.0.0,2026-08-05 03:07:00.059,10,49.27,0,1,0.1974,5.49,0.54,1.19,60.45,96,135.39,96,26,6.51,65.83,12,14.3,282.48,0.187,1.203,1,,,,0,,12.9,53,19,2040,2534.883328,36.621
1.0.0,2026-08-05 03:07:01.222,11,57.88,0,1,0.1871,6.42,0.49,1.26,63.75,93,135.76,91,27,5.82,77.02,12,15.16,297.51,0.187,1.157,0,,,,0,,10.7,53,3,2040,2534.883328,36.507
1.0.0,2026-08-05 03:07:01.421,9,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:07:01.259,4.18,1,,,,,,,,
1.0.0,2026-08-05 03:07:02.030,8,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:07:01.872,3.68,1,,,,,,,,
1.0.0,2026-08-05 03:07:02.472,12,49.36,0,1,0.2413,5.44,0.55,1.28,67.34,101,191.49,103,22,6.57,65.27,12,15.32,345.99,0.157,1.25,1,,,,0,,11.7,53,3,2040,2534.883328,36.709
1.0.0,2026-08-05 03:07:02.619,10,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:07:02.459,3.98,1,,,,,,,,
1.0.0,2026-08-05 03:07:03.873,13,49.3,0,1,0.206,9.84,0.55,4.23,72.7,112,161.65,112,27,6.63,118.06,12,50.79,409.83,0.156,1.39,0,,,,0,,12.5,53,8,2040,2534.883328,36.776
1.0.0,2026-08-05 03:07:04.755,14,49.31,0,1,0.2251,5.03,0.54,1.17,49.46,70,113.05,70,21,6.46,60.34,12,14.03,243.34,0.188,0.875,1,,,,0,,14.0,53,10,2040,2534.883328,36.429
1.0.0,2026-08-05 03:07:05.045,12,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:07:04.872,14.43,1,,,,,,,,
1.0.0,2026-08-05 03:07:05.455,11,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:07:05.293,7.45,1,,,,,,,,
1.0.0,2026-08-05 03:07:05.859,15,49.16,0,1,0.1935,9.52,0.69,1.25,56.32,88,127.85,88,25,8.31,114.29,12,15.0,321.77,0.156,1.109,0,,,,0,,0.0,53,11,2040,2534.883328,36.586
1.0.0,2026-08-05 03:07:06.909,16,49.34,0,1,0.21,8.52,0.65,1.21,56.16,84,139.87,84,25,7.83,102.3,12,14.53,320.69,0.187,1.047,1,,,,0,,13.2,53,11,2040,2534.883328,36.295
1.0.0,2026-08-05 03:07:07.336,14,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:07:07.155,22.28,1,,,,,,,,
1.0.0,2026-08-05 03:07:08.101,13,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:07:07.944,3.35,1,,,,,,,,
1.0.0,2026-08-05 03:07:08.109,17,49.22,0,1,0.1241,5.77,0.49,1.27,61.19,96,127.21,96,30,5.89,69.26,12,15.23,278.78,0.156,1.203,1,,,,0,,9.9,53,19,2040,2534.883328,36.299
1.0.0,2026-08-05 03:07:09.359,18,49.2,0,1,0.201,5.6,0.46,1.26,64.61,100,141.34,100,28,5.53,67.21,12,15.14,293.83,0.203,1.25,1,,,,0,,13.4,53,3,2040,2534.883328,36.44
1.0.0,2026-08-05 03:07:09.464,16,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:07:09.309,3.73,1,,,,,,,,
1.0.0,2026-08-05 03:07:10.088,15,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:07:09.930,4.14,1,,,,,,,,
1.0.0,2026-08-05 03:07:10.609,19,45.69,0,1,0.1931,5.65,0.59,1.29,68.65,100,145.27,100,26,7.03,67.8,12,15.54,304.29,0.156,1.25,0,,,,0,,12.0,53,3,2040,2534.883328,36.744
1.0.0,2026-08-05 03:07:10.668,17,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:07:10.509,3.76,1,,,,,,,,
1.0.0,2026-08-05 03:07:11.659,20,36.15,0,1,0.1689,4.97,0.48,1.19,54.98,84,162.99,84,28,5.77,59.62,12,14.27,297.63,0.156,1.047,1,,,,0,,12.5,53,10,2040,2534.883328,36.623
1.0.0,2026-08-05 03:07:11.929,18,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:07:11.759,11.56,1,,,,,,,,
1.0.0,2026-08-05 03:07:12.859,21,49.33,0,1,0.198,5.21,0.61,1.21,66.42,96,144.73,96,28,7.27,62.48,12,14.48,295.38,0.156,1.203,1,,,,0,,11.8,53,10,2040,2534.883328,36.613
1.0.0,2026-08-05 03:07:14.009,22,49.26,0,1,0.1869,5.72,0.51,1.28,59.42,92,133.19,92,27,6.18,68.59,12,15.33,282.71,0.188,1.141,0,,,,0,,11.8,53,12,2040,2534.883328,36.602
1.0.0,2026-08-05 03:07:14.217,20,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:07:14.059,4.63,1,,,,,,,,
1.0.0,2026-08-05 03:07:14.851,19,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:07:14.681,15.77,1,,,,,,,,
1.0.0,2026-08-05 03:07:15.263,23,49.26,0,1,0.2416,11.07,0.65,1.31,63.64,101,191.35,101,22,7.86,132.9,12,15.69,411.44,0.157,1.25,1,,,,0,,13.8,53,11,2040,2534.883328,36.081
1.0.0,2026-08-05 03:07:15.428,21,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:07:15.259,3.92,1,,,,,,,,
1.0.0,2026-08-05 03:07:16.703,24,49.31,0,1,0.2082,5.22,0.6,1.24,72.84,115,197.09,115,25,7.26,62.68,12,14.92,354.79,0.203,1.437,0,,,,0,,12.1,53,4,2040,2534.883328,36.764
1.0.0,2026-08-05 03:07:17.550,25,49.24,0,1,0.2255,4.89,0.55,1.04,46.28,67,111.13,67,21,6.54,58.67,12,12.52,235.14,0.188,0.844,1,,,,0,,12.7,53,8,2040,2534.883328,36.414
1.0.0,2026-08-05 03:07:17.831,23,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:07:17.663,9.48,1,,,,,,,,
1.0.0,2026-08-05 03:07:18.238,22,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:07:18.080,3.53,1,,,,,,,,
1.0.0,2026-08-05 03:07:18.659,26,49.26,0,1,0.1936,5.43,0.54,1.24,58.12,89,134.34,89,26,6.49,65.18,12,14.84,278.97,0.14,1.109,0,,,,0,,9.3,53,11,2040,2534.883328,36.333
1.0.0,2026-08-05 03:07:19.713,27,49.26,0,1,0.211,5.21,0.58,1.18,53.47,85,163.98,85,24,6.9,62.56,12,14.2,301.11,0.172,1.063,1,,,,0,,10.4,53,10,2040,2534.883328,36.572
1.0.0,2026-08-05 03:07:20.121,25,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:07:19.950,11.91,1,,,,,,,,
1.0.0,2026-08-05 03:07:20.916,28,57.37,0,1,0.1245,5.75,0.46,1.26,62.69,96,124.15,94,32,5.54,69.04,12,15.08,276.5,0.187,1.203,1,,,,0,,15.0,53,11,2040,2534.883328,36.771
1.0.0,2026-08-05 03:07:20.938,24,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:07:20.775,13.24,1,,,,,,,,
1.0.0,2026-08-05 03:07:22.159,29,49.26,0,1,0.2003,5.42,0.61,1.28,61.93,99,153.6,101,26,7.27,64.98,12,15.42,303.2,0.156,1.234,1,,,,0,,13.0,53,19,2040,2534.883328,36.358
1.0.0,2026-08-05 03:07:22.278,27,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:07:22.113,4.32,1,,,,,,,,
1.0.0,2026-08-05 03:07:22.888,26,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:07:22.730,3.69,1,,,,,,,,
1.0.0,2026-08-05 03:07:23.409,30,49.27,0,1,0.1932,5.26,0.6,1.18,69.77,100,151.66,100,28,7.16,63.12,12,14.22,305.93,0.156,1.25,0,,,,0,,13.9,53,4,2040,2534.883328,36.803
1.0.0,2026-08-05 03:07:23.476,28,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:07:23.316,9.8,1,,,,,,,,
1.0.0,2026-08-05 03:07:24.450,31,49.27,0,1,0.169,5.11,0.52,1.14,54.53,83,134.17,83,28,6.2,61.32,12,13.73,269.95,0.156,1.047,1,,,,0,,12.4,53,4,2040,2534.883328,36.831
1.0.0,2026-08-05 03:07:24.728,29,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:07:24.559,10.15,1,,,,,,,,
1.0.0,2026-08-05 03:07:25.659,32,49.27,0,1,0.1982,7.59,0.54,4.05,81.04,97,143.1,97,26,6.52,91.13,12,48.54,370.33,0.156,1.203,1,,,,0,,13.5,53,5,2040,2534.883328,36.47
1.0.0,2026-08-05 03:07:26.804,33,49.2,0,1,0.1873,5.79,0.58,1.25,59.04,92,134.53,92,27,6.97,69.45,12,15.03,285.02,0.156,1.156,0,,,,0,,13.5,53,3,2040,2534.883328,36.318
1.0.0,2026-08-05 03:07:27.013,31,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:07:26.850,3.99,1,,,,,,,,
1.0.0,2026-08-05 03:07:27.634,30,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:07:27.480,3.35,1,,,,,,,,
1.0.0,2026-08-05 03:07:28.101,34,49.25,0,1,0.2405,5.29,0.55,1.22,67.94,103,159.28,103,24,6.64,63.52,12,14.58,311.96,0.188,1.282,1,,,,0,,14.3,53,16,2040,2534.883328,36.549
1.0.0,2026-08-05 03:07:28.237,32,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:07:28.059,3.94,1,,,,,,,,
1.0.0,2026-08-05 03:07:29.516,35,49.19,0,1,0.205,5.51,0.48,1.15,113.1,115,165.96,115,30,5.76,66.17,12,13.82,364.81,0.157,1.422,0,,,,0,,12.8,53,4,2040,2534.883328,36.447
1.0.0,2026-08-05 03:07:30.359,36,49.25,0,1,0.2252,5.21,0.52,1.16,45.61,66,110.64,66,22,6.25,62.54,12,13.93,238.97,0.156,0.843,1,,,,0,,12.7,53,10,2040,2534.883328,36.911
1.0.0,2026-08-05 03:07:30.667,34,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:07:30.501,8.14,1,,,,,,,,
1.0.0,2026-08-05 03:07:31.038,33,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:07:30.876,8.29,1,,,,,,,,
1.0.0,2026-08-05 03:07:31.513,37,49.29,0,1,0.1935,5.65,0.53,1.34,59.11,93,139.79,93,28,6.35,67.78,12,16.08,289.11,0.172,1.157,0,,,,0,,15.1,53,3,2040,2534.883328,36.301
1.0.0,2026-08-05 03:07:32.559,38,49.31,0,1,0.2103,5.22,0.55,1.27,85.49,83,128.43,83,23,6.59,62.67,12,15.23,298.41,0.187,1.046,1,,,,0,,13.8,53,12,2040,2534.883328,36.721
1.0.0,2026-08-05 03:07:32.931,36,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:07:32.759,14.18,1,,,,,,,,
1.0.0,2026-08-05 03:07:33.713,39,49.31,0,1,0.1247,5.46,0.56,1.22,62.5,93,130.67,93,34,6.71,65.56,12,14.64,280.08,0.172,1.157,1,,,,0,,13.6,53,12,2040,2534.883328,36.751
1.0.0,2026-08-05 03:07:33.755,35,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:07:33.588,12.72,1,,,,,,,,
1.0.0,2026-08-05 03:07:34.963,40,49.24,0,1,0.2004,7.62,0.51,1.15,67.62,100,146.7,100,26,6.15,91.49,12,13.79,325.75,0.172,1.25,1,,,,0,,11.7,53,11,2040,2534.883328,36.704
1.0.0,2026-08-05 03:07:35.118,38,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:07:34.959,3.88,1,,,,,,,,
1.0.0,2026-08-05 03:07:35.746,37,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:07:35.584,7.87,1,,,,,,,,
1.0.0,2026-08-05 03:07:36.250,41,49.18,0,1,0.1936,5.3,0.53,1.22,96.51,102,144.32,102,27,6.41,63.54,12,14.61,325.39,0.188,1.281,0,,,,0,,11.7,53,12,2040,2534.883328,36.148
1.0.0,2026-08-05 03:07:36.275,39,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:07:36.113,7.77,1,,,,,,,,
1.0.0,2026-08-05 03:07:37.311,42,49.25,0,1,0.1688,5.23,0.47,1.2,57.02,85,130.88,85,27,5.65,62.8,12,14.38,270.73,0.203,1.062,1,,,,0,,12.7,53,4,2040,2534.883328,36.886
1.0.0,2026-08-05 03:07:37.535,40,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:07:37.363,8.6,1,,,,,,,,
1.0.0,2026-08-05 03:07:38.465,43,49.34,0,1,0.1977,6.36,0.56,1.26,59.87,93,129.78,93,26,6.68,76.3,12,15.09,287.72,0.141,1.157,1,,,,0,,12.4,53,3,2040,2534.883328,36.705
1.0.0,2026-08-05 03:07:39.608,44,45.7,0,1,0.1873,5.37,0.52,1.12,64.13,91,131.82,91,27,6.3,64.44,12,13.46,280.15,0.156,1.14,0,,,,0,,12.5,53,8,2040,2534.883328,36.801
1.0.0,2026-08-05 03:07:39.874,42,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:07:39.711,4.2,1,,,,,,,,
1.0.0,2026-08-05 03:07:40.479,41,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:07:40.321,3.56,1,,,,,,,,
1.0.0,2026-08-05 03:07:40.909,45,49.29,0,1,0.2411,5.17,0.54,1.25,67.67,104,189.79,104,23,6.48,62.01,12,15.02,340.97,0.14,1.297,1,,,,0,,8.8,53,10,2040,2534.883328,36.55
1.0.0,2026-08-05 03:07:41.044,43,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:07:40.865,5.85,1,,,,,,,,
1.0.0,2026-08-05 03:07:42.310,46,49.05,0,1,0.2147,5.66,0.48,1.32,74.67,112,164.7,112,30,5.71,67.91,12,15.87,328.86,0.156,1.406,0,,,,0,,12.7,53,11,2040,2534.883328,36.038
1.0.0,2026-08-05 03:07:43.171,47,49.17,0,1,0.2254,6.01,0.59,1.29,48.73,70,116.4,70,21,7.08,72.16,12,15.46,259.83,0.172,0.86,1,,,,0,,12.9,54,10,2040,2534.883328,37.078
1.0.0,2026-08-05 03:07:43.471,45,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:07:43.309,4.5,1,,,,,,,,
1.0.0,2026-08-05 03:07:43.875,44,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:07:43.679,41.11,1,,,,,,,,
1.0.0,2026-08-05 03:07:44.312,48,49.32,0,1,0.1933,8.46,0.52,1.25,63.95,91,141.4,91,26,6.22,101.55,12,15.0,328.12,0.156,1.14,0,,,,0,,13.1,53,3,2040,2534.883328,36.079
1.0.0,2026-08-05 03:07:45.358,49,49.12,0,1,0.2105,6.63,0.54,1.17,52.84,83,129.96,83,24,6.42,79.54,12,14.03,282.79,0.187,1.047,1,,,,0,,12.5,53,3,2040,2534.883328,36.659
1.0.0,2026-08-05 03:07:45.744,47,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:07:45.571,13.49,1,,,,,,,,
1.0.0,2026-08-05 03:07:46.508,50,49.37,0,1,0.1249,5.77,0.48,1.26,61.75,92,123.44,92,32,5.81,69.23,12,15.18,275.41,0.157,1.157,1,,,,0,,10.4,53,4,2040,2534.883328,36.642
1.0.0,2026-08-05 03:07:46.541,46,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:07:46.381,6.21,1,,,,,,,,
1.0.0,2026-08-05 03:07:47.758,51,49.29,0,1,0.2008,5.58,0.55,1.4,63.82,100,142.24,100,27,6.62,66.93,12,16.83,296.44,0.157,1.25,1,,,,0,,11.5,53,12,2040,2534.883328,36.459
1.0.0,2026-08-05 03:07:47.914,49,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:07:47.758,4.46,1,,,,,,,,
1.0.0,2026-08-05 03:07:48.546,48,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:07:48.388,3.63,1,,,,,,,,
1.0.0,2026-08-05 03:07:49.058,52,48.88,0,1,0.1932,5.65,0.51,1.3,71.9,104,145.34,104,26,6.18,67.84,12,15.61,306.87,0.156,1.296,0,,,,0,,11.9,54,17,2040,2534.883328,36.672
1.0.0,2026-08-05 03:07:49.073,50,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:07:48.908,8.32,1,,,,,,,,
1.0.0,2026-08-05 03:07:50.108,53,49.3,0,1,0.169,5.22,0.57,1.13,53.71,84,128.07,84,26,6.81,62.66,12,13.54,264.79,0.156,1.047,1,,,,0,,12.5,54,14,2040,2534.883328,36.918
1.0.0,2026-08-05 03:07:50.322,51,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:07:50.158,4.71,1,,,,,,,,
1.0.0,2026-08-05 03:07:51.308,54,49.33,0,1,0.1977,6.5,0.47,1.21,70.3,96,140.34,96,27,5.65,78.02,12,14.57,308.88,0.203,1.203,1,,,,0,,11.5,53,3,2040,2534.883328,36.654
1.0.0,2026-08-05 03:07:52.466,55,49.22,0,1,0.187,5.46,0.57,1.24,61.95,93,136.85,93,27,6.8,65.48,12,14.86,285.94,0.172,1.157,0,,,,0,,12.2,53,3,2040,2534.883328,36.802
1.0.0,2026-08-05 03:07:52.674,53,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:07:52.508,4.55,1,,,,,,,,
1.0.0,2026-08-05 03:07:53.291,52,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:07:53.129,7.45,1,,,,,,,,
1.0.0,2026-08-05 03:07:53.717,56,49.3,0,1,0.2435,5.54,0.56,1.18,65.1,101,149.14,101,22,6.78,66.49,12,14.22,301.73,0.157,1.25,1,,,,0,,13.5,54,8,2040,2534.883328,36.726
